01.MHAa42e1.seq	WC-118
12_5_9_2.seq	WC-10
13.MHAa55f1.seq	WC-1768
13.MHAa56f1.seq	WC-1402
13.MHAa93f1.seq	WC-660
13.MHAa96b1.seq	WC-758
13.MMHAP10FE1.seq	WC-1492
13.MMHAP11FLE1.seq	WC-700
13.MMHAP12FLE1.seq	WC-1429
13.MMHAP17FE1.seq	WC-1246
13.MMHAP17FRE7.seq	WC-1386
13.MMHAP20FRE7.seq	WC-1419
13.MMHAP21FLE1.seq	WC-1951
13.MMHAP22FRE7.seq	WC-150
13.MMHAP25FLE1.seq	WC-652
13.MMHAP25FRE7.seq	WC-1114
13.MMHAP27FLE1.seq	WC-871
13.MMHAP27FRE7.seq	WC-159
13.MMHAP28FLE1.seq	WC-1123
13.MMHAP28FRE7.seq	WC-61
13.MMHAP29FRE7.seq	WC-2086
13.MMHAP33FRE7.seq	WC-1192
13.MMHAP35FLE1.seq	WC-579
13.MMHAP42FLE1.seq	WC-95
13.MMHAP44FRE7.seq	WC-383
13.MMHAP45FRE7.seq	WC-174
13.MMHAP47FLE1.seq	WC-1058
13.MMHAP4FLE1.seq	WC-1096
13.MMHAP4FRE7.seq	WC-1069
13.MMHAP54FLE1.seq	WC-557
13.MMHAP57FRE7.seq	WC-211
13.MMHAP59FRE7.seq	WC-1090
13.MMHAP5FLE1.seq	WC-1936
13.MMHAP61FRE7.seq	WC-1125
13.MMHAP62FLE1.seq	WC-1787
13.MMHAP62FRE7.seq	WC-535
13.MMHAP64FLE1.seq	WC-78
13.MMHAP66FLE1.seq	WC-1228
13.MMHAP68FRE7.seq	WC-498
13.MMHAP69FLE1.seq	WC-744
13.MMHAP6FLE1.seq	WC-841
13.MMHAP6FRE7.seq	WC-942
13.MMHAP76FRE7.seq	WC-242
13.MMHAP79FRE7.seq	WC-660
13.MMHAP80FLE1.seq	WC-278
13.MMHAP85FRE7.seq	WC-218
13.MMHAP86FLE1.seq	WC-651
13.MMHAP88FRE7.seq	WC-133
13.MMHAP90FLE1.seq	WC-1320
13.MMHAP94FLE1.seq	WC-1221
13.MMHAP9FLE1.seq	WC-1476
13.mHAa3b1.seq	WC-1096
13.mHAa9g1.seq	WC-2029
14.MHAa59b2.seq	WC-1606
14.MHAa62T.seq	WC-650
14.MHAa63f2.seq	WC-1552
14.MHAa64f2.seq	WC-326
14.MHAa75b2.seq	WC-1836
14.MHAa89f2.seq	WC-933
14.MMHAP10FRE8.seq	WC-181
14.MMHAP11FLE2.seq	WC-787
14.MMHAP11FRE8.seq	WC-357
14.MMHAP15FLE2.seq	WC-902
14.MMHAP15FRE8.seq	WC-1165
14.MMHAP16FLE2.seq	WC-1964
14.MMHAP17FE2.seq	WC-1837
14.MMHAP17FRE8.seq	WC-1831
14.MMHAP22FRE8.seq	WC-2065
14.MMHAP23FLE2.seq	WC-1830
14.MMHAP24FLE2.seq	WC-904
14.MMHAP24FRE8.seq	WC-1205
14.MMHAP25FLE2.seq	WC-635
14.MMHAP26FLE2.seq	WC-1194
14.MMHAP27FRE8.seq	WC-1489
14.MMHAP28FRE8.seq	WC-41
14.MMHAP32FLE2.seq	WC-667
14.MMHAP33FRE8.seq	WC-1238
14.MMHAP34FRE8.seq	WC-518
14.MMHAP35FRE8.seq	WC-486
14.MMHAP36FLE2.seq	WC-1528
14.MMHAP36FRE8.seq	WC-1234
14.MMHAP42FLE2.seq	WC-141
14.MMHAP44FLE2.seq	WC-1682
14.MMHAP47FLE2.seq	WC-1663
14.MMHAP4FLE2.seq	WC-1630
14.MMHAP4FRE8.seq	WC-2081
14.MMHAP50FLE2.seq	WC-708
14.MMHAP50FRE8.seq	WC-1243
14.MMHAP53FLE2.seq	WC-106
14.MMHAP54FLE2.seq	WC-1797
14.MMHAP54FRE8.seq	WC-1582
14.MMHAP56FRE8.seq	WC-1872
14.MMHAP57FLE2.seq	WC-1478
14.MMHAP57FRE8.seq	WC-1605
14.MMHAP5FLE2.seq	WC-673
14.MMHAP61FLE2.seq	WC-1663
14.MMHAP61FRE8.seq	WC-1370
14.MMHAP62FLE2.seq	WC-1787
14.MMHAP63FLE2.seq	WC-251
14.MMHAP63FRE8.seq	WC-1397
14.MMHAP67FLE2.seq	WC-1969
14.MMHAP68FLE2.seq	WC-631
14.MMHAP69FLE2.seq	WC-609
14.MMHAP69FRE8.seq	WC-1437
14.MMHAP6FLE2.seq	WC-1798
14.MMHAP6FRE8.seq	WC-1946
14.MMHAP71FRE8.seq	WC-386
14.MMHAP80FRE8.seq	WC-1352
14.MMHAP82FLE2.seq	WC-321
14.MMHAP82FRE8.seq	WC-677
14.MMHAP84FLE2.seq	WC-1017
14.MMHAP85FLE2.seq	WC-1573
14.MMHAP86FLE2.seq	WC-1350
14.MMHAP88FRE8.seq	WC-2107
14.MMHAP90FLE2.seq	WC-371
14.MMHAP94FLE2.seq	WC-1061
14.MMHAP94FRE8.seq	WC-763
14.MMHAP9FRE8.seq	WC-51
15.E1_9_6_95.seq	WC-476
15.MHAa10f3.seq	WC-828
15.MHAa43d3.seq	WC-1125
15.MHAa56f3.seq	WC-874
15.MHAa58b3.seq	WC-925
15.MHAa63b3.seq	WC-1585
15.MHAa64f3.seq	WC-1410
15.MHAa92b3.seq	WC-610
15.MHAa98f3.seq	WC-61
15.MMHAP10FRE9.seq	WC-1916
15.MMHAP11FLE3.seq	WC-937
15.MMHAP12FLE3.seq	WC-1533
15.MMHAP12FRE9.seq	WC-1160
15.MMHAP14FLE3.seq	WC-370
15.MMHAP14FRE9.seq	WC-719
15.MMHAP16FRE9.seq	WC-1187
15.MMHAP20FRE9.seq	WC-690
15.MMHAP24FRE9.seq	WC-1079
15.MMHAP25FLE3.seq	WC-730
15.MMHAP26FLE3.seq	WC-80
15.MMHAP28FLE3.seq	WC-1884
15.MMHAP28FRE9.seq	WC-549
15.MMHAP34FLE3.seq	WC-1782
15.MMHAP34FRE9.seq	WC-1663
15.MMHAP35FLE3.seq	WC-1254
15.MMHAP36FLE3.seq	WC-499
15.MMHAP36FRE9.seq	WC-215
15.MMHAP37FLE3.seq	WC-1520
15.MMHAP38FLE3.seq	WC-552
15.MMHAP47FLE3.seq	WC-1077
15.MMHAP4FLE3.seq	WC-1049
15.MMHAP50FLE3.seq	WC-601
15.MMHAP52FLE3.seq	WC-2064
15.MMHAP53FRE9.seq	WC-276
15.MMHAP54FLE3.seq	WC-1183
15.MMHAP56FRE9.seq	WC-1750
15.MMHAP57FLE3.seq	WC-1382
15.MMHAP59FLE3.seq	WC-1988
15.MMHAP61FLE3.seq	WC-1573
15.MMHAP61FRE9.seq	WC-83
15.MMHAP64FLE3.seq	WC-693
15.MMHAP66FRE9.seq	WC-672
15.MMHAP69FRE9.seq	WC-1049
15.MMHAP6FLE3.seq	WC-876
15.MMHAP6FRE9.seq	WC-1924
15.MMHAP79FRE9.seq	WC-1627
15.MMHAP82FLE3.seq	WC-1809
15.MMHAP84FLE3.seq	WC-1223
15.MMHAP86FRE9.seq	WC-634
15.MMHAP88FLE3.seq	WC-980
15.MMHAP88FRE9.seq	WC-1129
15.MMHAP89FLE3.seq	WC-1082
15.MMHAP91FLE3.seq	WC-1701
15.MMHAP94FLE3.seq	WC-1390
15.MMHAP94FRE9.seq	WC-94
15.MMHAP97FRE9.seq	WC-1524
15.MMHAP9FLE3.seq	WC-219
15.MMHAP9FRE9.seq	WC-1733
16.MHAa10f4.seq	WC-745
16.MHAa47b4.seq	WC-356
16.MHAa63b4.seq	WC-1256
16.MHAa65T_M13Rev.seq	WC-1732
16.MHAa75b4.seq	WC-880
16.MHAa89f4.seq	WC-1663
16.MHAa95b4.seq	WC-122
16.MHAa96b4.seq	WC-33
16.MMHAP10FF1.seq	WC-84
16.MMHAP10FRF7.seq	WC-1086
16.MMHAP11FLF1.seq	WC-705
16.MMHAP11FRF7.seq	WC-1049
16.MMHAP12FRF7.seq	WC-238
16.MMHAP16FRF7.seq	WC-252
16.MMHAP17FF1.seq	WC-1470
16.MMHAP22FRF7.seq	WC-1101
16.MMHAP23FLF1.seq	WC-41
16.MMHAP23FRF7.seq	WC-690
16.MMHAP24FLF1.seq	WC-1221
16.MMHAP26FLF1.seq	WC-895
16.MMHAP26FRF7.seq	WC-1618
16.MMHAP27FRF7.seq	WC-186
16.MMHAP28FLF1.seq	WC-1189
16.MMHAP31FLF1.seq	WC-1438
16.MMHAP32FLF1.seq	WC-1780
16.MMHAP33FRF7.seq	WC-388
16.MMHAP34FLF1.seq	WC-1871
16.MMHAP35FLF1.seq	WC-1279
16.MMHAP35FRF7.seq	WC-1583
16.MMHAP39FRF7.seq	WC-491
16.MMHAP42FLF1.seq	WC-300
16.MMHAP45FRF7.seq	WC-1106
16.MMHAP46FRF7.seq	WC-652
16.MMHAP4FLF1.seq	WC-848
16.MMHAP54FLF1.seq	WC-287
16.MMHAP57FLF1.seq	WC-780
16.MMHAP5FLF1.seq	WC-1449
16.MMHAP61FLF1.seq	WC-1652
16.MMHAP61FRF7.seq	WC-2068
16.MMHAP63FLF1.seq	WC-1114
16.MMHAP64FLF1.seq	WC-1884
16.MMHAP64FRF7.seq	WC-249
16.MMHAP66FLF1.seq	WC-1877
16.MMHAP67FLF1.seq	WC-161
16.MMHAP69FRF7.seq	WC-1239
16.MMHAP6FLF1.seq	WC-915
16.MMHAP70FLF1.seq	WC-400
16.MMHAP75FRF7.seq	WC-525
16.MMHAP83FRF7.seq	WC-2025
16.MMHAP84FLF1.seq	WC-1917
16.MMHAP84FRF7.seq	WC-396
16.MMHAP85FLF1.seq	WC-774
16.MMHAP87FLF1.seq	WC-1041
16.MMHAP88FLF1.seq	WC-735
16.MMHAP90FRF7.seq	WC-1459
16.MMHAP91FLF1.seq	WC-1172
17.MHAa39B.seq	WC-1478
17.MHAa43d5.seq	WC-159
17.MHAa58b5.seq	WC-1857
17.MHAa75b5.seq	WC-95
17.MHAa92b5.seq	WC-482
17.MHAa96b5.seq	WC-413
17.MMHAP11FRF8.seq	WC-1854
17.MMHAP15FRF8.seq	WC-1491
17.MMHAP16FRF8.seq	WC-1635
17.MMHAP18FRF8.seq	WC-94
17.MMHAP22FRF8.seq	WC-737
17.MMHAP23FLF2.seq	WC-1259
17.MMHAP24FLF2.seq	WC-649
17.MMHAP26FRF8.seq	WC-1049
17.MMHAP27FRF8.seq	WC-1977
17.MMHAP28FLF2.seq	WC-65
17.MMHAP29FRF8.seq	WC-1073
17.MMHAP32FLF2.seq	WC-1766
17.MMHAP33FLF2.seq	WC-1213
17.MMHAP34FLF2.seq	WC-618
17.MMHAP36FRF8.seq	WC-381
17.MMHAP37FRF8.seq	WC-1295
17.MMHAP42FLF2.seq	WC-1987
17.MMHAP44FLF2.seq	WC-1441
17.MMHAP46FLF2.seq	WC-1629
17.MMHAP46FRF8.seq	WC-1089
17.MMHAP4FLF2.seq	WC-753
17.MMHAP53FLF2.seq	WC-444
17.MMHAP54FLF2.seq	WC-1588
17.MMHAP57FLF2.seq	WC-1123
17.MMHAP58FLF2.seq	WC-251
17.MMHAP59FLF2.seq	WC-733
17.MMHAP5FRF8.seq	WC-1766
17.MMHAP61FRF8.seq	WC-1692
17.MMHAP64FLF2.seq	WC-1061
17.MMHAP64FRF8.seq	WC-2106
17.MMHAP66FLF2.seq	WC-514
17.MMHAP67FRF8.seq	WC-548
17.MMHAP70FRF8.seq	WC-1511
17.MMHAP71FRF8.seq	WC-90
17.MMHAP82FLF2.seq	WC-1119
17.MMHAP82FRF8.seq	WC-1308
17.MMHAP83FRF8.seq	WC-829
17.MMHAP84FRF8.seq	WC-1692
17.MMHAP88FLF2.seq	WC-1061
17.MMHAP88FRF8.seq	WC-1160
17.MMHAP91FLF2.seq	WC-977
17.MMHAP91FRF8.seq	WC-982
17.MMHAP94FRF8.seq	WC-829
17.MMHAP97FRF8.seq	WC-844
17.MMHAP9FRF8.seq	WC-820
18.MHAa47b6.seq	WC-674
18.MHAa55T.seq	WC-1599
18.MHAa90b6.seq	WC-307
18.MMHAP10FF3.seq	WC-320
18.MMHAP10FRF9.seq	WC-1223
18.MMHAP11FRF9.seq	WC-634
18.MMHAP14FRF9.seq	WC-1032
18.MMHAP15FLF3.seq	WC-998
18.MMHAP18FLF3.seq	WC-1754
18.MMHAP18FRF9.seq	WC-486
18.MMHAP22FRF9.seq	WC-1989
18.MMHAP23FLF3.seq	WC-1421
18.MMHAP23FRF9.seq	WC-296
18.MMHAP25FLF3.seq	WC-404
18.MMHAP25FRF9.seq	WC-837
18.MMHAP26FRF9.seq	WC-152
18.MMHAP27FLF3.seq	WC-1866
18.MMHAP28FRF9.seq	WC-1599
18.MMHAP31FLF3.seq	WC-167
18.MMHAP34FLF3.seq	WC-1922
18.MMHAP34FRF9.seq	WC-1604
18.MMHAP38FRF9.seq	WC-627
18.MMHAP42FLF3.seq	WC-652
18.MMHAP46FRF9.seq	WC-2066
18.MMHAP47FLF3.seq	WC-2111
18.MMHAP4FLF3.seq	WC-641
18.MMHAP50FLF3.seq	WC-1347
18.MMHAP53FRF9.seq	WC-1253
18.MMHAP54FLF3.seq	WC-1982
18.MMHAP54FRF9.seq	WC-486
18.MMHAP56FRF9.seq	WC-1809
18.MMHAP58FLF3.seq	WC-1607
18.MMHAP59FRF9.seq	WC-1223
18.MMHAP5FLF3.seq	WC-83
18.MMHAP5FRF9.seq	WC-548
18.MMHAP61FLF3.seq	WC-497
18.MMHAP61FRF9.seq	WC-363
18.MMHAP62FRF9.seq	WC-1308
18.MMHAP63FLF3.seq	WC-1471
18.MMHAP63FRF9.seq	WC-1957
18.MMHAP64FLF3.seq	WC-531
18.MMHAP65FLF3.seq	WC-1753
18.MMHAP67FRF9.seq	WC-582
18.MMHAP6FRF9.seq	WC-1389
18.MMHAP70FLF3.seq	WC-1908
18.MMHAP76FRF9.seq	WC-1662
18.MMHAP79FRF9.seq	WC-807
18.MMHAP80FLF3.seq	WC-1884
18.MMHAP82FLF3.seq	WC-1055
18.MMHAP83FLF3.seq	WC-1644
18.MMHAP83FRF9.seq	WC-453
18.MMHAP84FRF9.seq	WC-1320
18.MMHAP85FLF3.seq	WC-336
18.MMHAP85FRF9.seq	WC-362
18.MMHAP86FLF3.seq	WC-1987
18.MMHAP86FRF9.seq	WC-82
18.MMHAP87FLF3.seq	WC-1419
18.MMHAP87FRF9.seq	WC-151
18.MMHAP88FLF3.seq	WC-329
18.MMHAP91FRF9.seq	WC-1917
18.MMHAP97FRF9.seq	WC-1762
18.MMHAP9FLF3.seq	WC-1714
18.mHAa3b6.seq	WC-722
19.MHAa43d7.seq	WC-1854
19.MHAa58b7.seq	WC-1886
19.MHAa91f7.seq	WC-1261
19.MMHAP10FRG7.seq	WC-1352
19.MMHAP12FLG1.seq	WC-2049
19.MMHAP12FRG7.seq	WC-998
19.MMHAP15FRG7.seq	WC-1595
19.MMHAP16FLG1.seq	WC-1337
19.MMHAP16FRG7.seq	WC-1682
19.MMHAP17FG1.seq	WC-1019
19.MMHAP17FRG7.seq	WC-1108
19.MMHAP18FLG1.seq	WC-217
19.MMHAP25FLG1.seq	WC-1599
19.MMHAP26FLG1.seq	WC-1140
19.MMHAP27FLG1.seq	WC-599
19.MMHAP27FRG7.seq	WC-734
19.MMHAP28FRG7.seq	WC-1439
19.MMHAP29FRG7.seq	WC-1839
19.MMHAP32FLG1.seq	WC-253
19.MMHAP33FLG1.seq	WC-1568
19.MMHAP33FRG7.seq	WC-734
19.MMHAP41FLG1.seq	WC-1707
19.MMHAP42FLG1.seq	WC-1780
19.MMHAP47FLG1.seq	WC-963
19.MMHAP4FRG7.seq	WC-1908
19.MMHAP53FLG1.seq	WC-563
19.MMHAP54FLG1.seq	WC-1749
19.MMHAP56FRG7.seq	WC-882
19.MMHAP63FLG1.seq	WC-494
19.MMHAP66FLG1.seq	WC-1421
19.MMHAP67FLG1.seq	WC-1123
19.MMHAP71FLG1.seq	WC-1392
19.MMHAP75FLG1.seq	WC-276
19.MMHAP75FRG7.seq	WC-924
19.MMHAP7FLG1.seq	WC-1740
19.MMHAP80FRG7.seq	WC-913
19.MMHAP86FRG7.seq	WC-272
19.MMHAP87FRG7.seq	WC-652
19.MMHAP88FRG7.seq	WC-820
19.MMHAP90FRG7.seq	WC-1890
19.MMHAP91FLG1.seq	WC-2032
19.MMHAP91FRG7.seq	WC-428
19.MMHAP94FLG1.seq	WC-1299
19.MMHAP97FRG7.seq	WC-282
19.mHAa3e7.seq	WC-473
19.mHAa9g7.seq	WC-1110
1_16-1.seq	WC-1647
20.E1_8_31_95.seq	WC-1635
20.MHAa10f8.seq	WC-2100
20.MHAa65T_M13Rev.seq	WC-300
20.MHAa89f8.seq	WC-701
20.MHAa90f8.seq	WC-1429
20.MHAa93f8.seq	WC-988
20.MHAa95b8.seq	WC-2094
20.MHAa96b8.seq	WC-379
20.MMHAP10FG2.seq	WC-911
20.MMHAP10FRG8.seq	WC-1067
20.MMHAP12FLG2.seq	WC-1850
20.MMHAP16FLG2.seq	WC-2086
20.MMHAP16FRG8.seq	WC-743
20.MMHAP17FG2.seq	WC-1969
20.MMHAP18FLG2.seq	WC-2071
20.MMHAP18FRG8.seq	WC-1607
20.MMHAP22FRG8.seq	WC-1987
20.MMHAP23FLG2.seq	WC-1887
20.MMHAP24FLG2.seq	WC-937
20.MMHAP25FLG2.seq	WC-339
20.MMHAP25FRG8.seq	WC-415
20.MMHAP26FLG2.seq	WC-1542
20.MMHAP28FLG2.seq	WC-1627
20.MMHAP28FRG8.seq	WC-41
20.MMHAP29FLG2.seq	WC-1534
20.MMHAP29FRG8.seq	WC-1710
20.MMHAP31FLG2.seq	WC-987
20.MMHAP32FLG2.seq	WC-336
20.MMHAP33FRG8.seq	WC-641
20.MMHAP34FLG2.seq	WC-1378
20.MMHAP35FLG2.seq	WC-1597
20.MMHAP36FRG8.seq	WC-1969
20.MMHAP42FLG2.seq	WC-1134
20.MMHAP44FLG2.seq	WC-2096
20.MMHAP44FRG8.seq	WC-208
20.MMHAP45FLG2.seq	WC-1881
20.MMHAP47FLG2.seq	WC-498
20.MMHAP4FLG2.seq	WC-1082
20.MMHAP4FRG8.seq	WC-1402
20.MMHAP50FLG2.seq	WC-84
20.MMHAP54FLG2.seq	WC-531
20.MMHAP59FRG8.seq	WC-72
20.MMHAP61FLG2.seq	WC-1943
20.MMHAP61FRG8.seq	WC-1708
20.MMHAP62FLG2.seq	WC-1354
20.MMHAP63FLG2.seq	WC-256
20.MMHAP64FLG2.seq	WC-1746
20.MMHAP66FLG2.seq	WC-1881
20.MMHAP67FRG8.seq	WC-491
20.MMHAP69FRG8.seq	WC-1225
20.MMHAP6FLG2.seq	WC-462
20.MMHAP6FRG8.seq	WC-2096
20.MMHAP76FRG8.seq	WC-1913
20.MMHAP7FLG2.seq	WC-1765
20.MMHAP82FLG2.seq	WC-1686
20.MMHAP82FRG8.seq	WC-88
20.MMHAP84FRG8.seq	WC-682
20.MMHAP85FLG2.seq	WC-1491
20.MMHAP86FLG2.seq	WC-1041
20.MMHAP87FRG8.seq	WC-650
20.MMHAP88FLG2.seq	WC-95
20.MMHAP88FRG8.seq	WC-1629
20.MMHAP91FRG8.seq	WC-1215
20.MMHAP97FLG2.seq	WC-771
20.MMHAP9FLG2.seq	WC-1811
20.MMHAP9FRG8.seq	WC-1854
21.MHAa10f9.seq	WC-1339
21.MHAa42f9.seq	WC-842
21.MHAa52f9.seq	WC-1558
21.MHAa90f9.seq	WC-1471
21.MHAa93f9.seq	WC-1934
21.MHAa98f9.seq	WC-705
21.MMHAP10FG3.seq	WC-566
21.MMHAP14FLG3.seq	WC-1806
21.MMHAP14FRG9.seq	WC-2112
21.MMHAP15FRG9.seq	WC-2072
21.MMHAP16FRG9.seq	WC-2039
21.MMHAP17FRG9.seq	WC-1755
21.MMHAP20FRG9.seq	WC-1663
21.MMHAP22FRG9.seq	WC-1679
21.MMHAP25FLG3.seq	WC-1200
21.MMHAP26FLG3.seq	WC-673
21.MMHAP27FLG3.seq	WC-731
21.MMHAP27FRG9.seq	WC-1244
21.MMHAP28FLG3.seq	WC-780
21.MMHAP28FRG9.seq	WC-1785
21.MMHAP32FLG3.seq	WC-1585
21.MMHAP34FLG3.seq	WC-106
21.MMHAP34FRG9.seq	WC-1333
21.MMHAP35FLG3.seq	WC-911
21.MMHAP36FLG3.seq	WC-398
21.MMHAP40FRG9.seq	WC-872
21.MMHAP45FRG9.seq	WC-304
21.MMHAP46FRG9.seq	WC-1961
21.MMHAP4FRG9.seq	WC-819
21.MMHAP50FRG9.seq	WC-370
21.MMHAP54FLG3.seq	WC-1007
21.MMHAP56FRG9.seq	WC-300
21.MMHAP57FLG3.seq	WC-1453
21.MMHAP5FLG3.seq	WC-1395
21.MMHAP61FLG3.seq	WC-212
21.MMHAP61FRG9.seq	WC-1055
21.MMHAP62FLG3.seq	WC-1988
21.MMHAP63FLG3.seq	WC-1049
21.MMHAP64FLG3.seq	WC-1618
21.MMHAP65FRG9.seq	WC-1058
21.MMHAP66FLG3.seq	WC-1359
21.MMHAP67FLG3.seq	WC-1597
21.MMHAP68FRG9.seq	WC-256
21.MMHAP6FLG3.seq	WC-1803
21.MMHAP71FRG9.seq	WC-1049
21.MMHAP75FLG3.seq	WC-1391
21.MMHAP79FRG9.seq	WC-1407
21.MMHAP7FLG3.seq	WC-880
21.MMHAP81FRG9.seq	WC-641
21.MMHAP85FLG3.seq	WC-1378
21.MMHAP86FLG3.seq	WC-1529
21.MMHAP87FLG3.seq	WC-422
21.MMHAP88FLG3.seq	WC-300
21.MMHAP88FRG9.seq	WC-619
21.MMHAP91FLG3.seq	WC-1218
21.MMHAP91FRG9.seq	WC-1295
21.MMHAP94FLG3.seq	WC-80
21.MMHAP94FRG9.seq	WC-486
21.MMHAP97FRG9.seq	WC-1333
21.MMHAP9FLG3.seq	WC-1527
21.MMHAP9FRG9.seq	WC-572
22.MHAa10f10.seq	WC-1168
22.MHAa42f10.seq	WC-1924
22.MHAa55f10.seq	WC-1941
22.MHAa58b10.seq	WC-1795
22.MHAa77b10.seq	WC-186
22.MHAa90f10.seq	WC-1308
22.MHAa92f10.seq	WC-604
22.MHAa93f10.seq	WC-2062
22.MHAa96b10.seq	WC-1836
22.MMHAP10FH1.seq	WC-454
22.MMHAP12FRH7.seq	WC-1928
22.MMHAP15FRH7.seq	WC-1635
22.MMHAP16FLH1.seq	WC-1447
22.MMHAP17FH1.seq	WC-1940
22.MMHAP18FLH1.seq	WC-719
22.MMHAP18FRH7.seq	WC-392
22.MMHAP25FLH1.seq	WC-1753
22.MMHAP25FRH7.seq	WC-1559
22.MMHAP26FLH1.seq	WC-556
22.MMHAP26FRH7.seq	WC-674
22.MMHAP28FLH1.seq	WC-1437
22.MMHAP28FRH7.seq	WC-2112
22.MMHAP30FLH1.seq	WC-498
22.MMHAP34FLH1.seq	WC-1677
22.MMHAP35FRH7.seq	WC-341
22.MMHAP53FRH7.seq	WC-276
22.MMHAP54FLH1.seq	WC-1344
22.MMHAP57FLH1.seq	WC-1851
22.MMHAP57FRH7.seq	WC-233
22.MMHAP59FRH7.seq	WC-1458
22.MMHAP5FLH1.seq	WC-1154
22.MMHAP67FRH7.seq	WC-1599
22.MMHAP69FRH7.seq	WC-1899
22.MMHAP6FLH1.seq	WC-311
22.MMHAP70FRH7.seq	WC-1943
22.MMHAP75FRH7.seq	WC-141
22.MMHAP76FRH7.seq	WC-300
22.MMHAP7FLH1.seq	WC-553
22.MMHAP80FLH1.seq	WC-1024
22.MMHAP81FRH7.seq	WC-1353
22.MMHAP82FRH7.seq	WC-1202
22.MMHAP87FLH1.seq	WC-2125
22.MMHAP91FLH1.seq	WC-1101
22.MMHAP97FLH1.seq	WC-1019
22.MMHAP97FRH7.seq	WC-807
22.mHAa3b10.seq	WC-1150
22.mHAa3e10.seq	WC-23
23.MHAa43d11.seq	WC-820
23.MHAa63b11.seq	WC-1570
23.MHAa64f11.seq	WC-2083
23.MHAa81T_M13Rev.seq	WC-1850
23.MHAa89f11.seq	WC-101
23.MHAa90f11.seq	WC-605
23.MHAa92f11.seq	WC-768
23.MMHAP10FH2.seq	WC-829
23.MMHAP11FRH8.seq	WC-282
23.MMHAP14FLH2.seq	WC-1993
23.MMHAP15FLH2.seq	WC-1047
23.MMHAP15FRH8.seq	WC-1137
23.MMHAP16FLH2.seq	WC-1447
23.MMHAP22FRH8.seq	WC-194
23.MMHAP24FRH8.seq	WC-2036
23.MMHAP25FLH2.seq	WC-1404
23.MMHAP26FLH2.seq	WC-656
23.MMHAP27FRH8.seq	WC-1910
23.MMHAP28FRH8.seq	WC-1660
23.MMHAP30FLH2.seq	WC-708
23.MMHAP33FRH8.seq	WC-1560
23.MMHAP34FLH2.seq	WC-457
23.MMHAP34FRH8.seq	WC-1386
23.MMHAP35FLH2.seq	WC-780
23.MMHAP35FRH8.seq	WC-1200
23.MMHAP38FRH8.seq	WC-369
23.MMHAP45FRH8.seq	WC-1810
23.MMHAP47FLH2.seq	WC-827
23.MMHAP4FLH2.seq	WC-1681
23.MMHAP50FRH8.seq	WC-662
23.MMHAP53FRH8.seq	WC-708
23.MMHAP54FLH2.seq	WC-1348
23.MMHAP56FLH2.seq	WC-1455
23.MMHAP59FLH2.seq	WC-882
23.MMHAP59FRH8.seq	WC-650
23.MMHAP5FRH8.seq	WC-178
23.MMHAP61FLH2.seq	WC-371
23.MMHAP64FLH2.seq	WC-774
23.MMHAP64FRH8.seq	WC-1963
23.MMHAP68FRH8.seq	WC-1607
23.MMHAP7FLH2.seq	WC-1837
23.MMHAP85FLH2.seq	WC-1548
23.MMHAP85FRH8.seq	WC-1511
23.MMHAP86FRH8.seq	WC-1799
23.MMHAP87FRH8.seq	WC-350
23.MMHAP88FLH2.seq	WC-1975
23.MMHAP94FLH2.seq	WC-1008
23.MMHAP97FRH8.seq	WC-1908
23.MMHAP9FRH8.seq	WC-1374
23.mHAa8a11.seq	WC-499
24.MHAa55f12.seq	WC-871
24.MHAa58b12.seq	WC-287
24.MHAa63b12.seq	WC-945
24.MHAa81T_M13Rev.seq	WC-569
24.MHAa89f12.seq	WC-690
24.MHAa90b12.seq	WC-1835
24.MHAa93f12.seq	WC-241
24.MHAa96b12.seq	WC-1022
24.MHAa98f12.seq	WC-1806
24.MMHAP10FH3.seq	WC-1717
24.MMHAP11FLH3.seq	WC-1960
24.MMHAP15FLH3.seq	WC-473
24.MMHAP16FLH3.seq	WC-1618
24.MMHAP17FH3.seq	WC-1585
24.MMHAP18FRH9.seq	WC-424
24.MMHAP25FLH3.seq	WC-503
24.MMHAP25FRH9.seq	WC-911
24.MMHAP27FRH9.seq	WC-139
24.MMHAP29FLH3.seq	WC-4
24.MMHAP29FRH9.seq	WC-491
24.MMHAP33FLH3.seq	WC-2113
24.MMHAP33FRH9.seq	WC-1279
24.MMHAP34FLH3.seq	WC-1503
24.MMHAP35FRH9.seq	WC-1428
24.MMHAP36FLH3.seq	WC-850
24.MMHAP37FRH9.seq	WC-1787
24.MMHAP38FRH9.seq	WC-200
24.MMHAP48FLH3.seq	WC-1082
24.MMHAP4FRH9.seq	WC-1491
24.MMHAP50FRH9.seq	WC-2106
24.MMHAP53FLH3.seq	WC-634
24.MMHAP53FRH9.seq	WC-614
24.MMHAP56FRH9.seq	WC-722
24.MMHAP59FRH9.seq	WC-1255
24.MMHAP5FLH3.seq	WC-1811
24.MMHAP5FRH9.seq	WC-1183
24.MMHAP62FLH3.seq	WC-601
24.MMHAP63FRH9.seq	WC-1363
24.MMHAP64FRH9.seq	WC-955
24.MMHAP67FLH3.seq	WC-1917
24.MMHAP69FLH3.seq	WC-743
24.MMHAP69FRH9.seq	WC-904
24.MMHAP6FLH3.seq	WC-807
24.MMHAP6FRH9.seq	WC-933
