01.MHAa42e1.seq	WC-1073
17.MMHAP37FRF8.seq	WC-346
17.MMHAP42FLF2.seq	WC-307
17.MMHAP44FLF2.seq	WC-976
17.MMHAP46FLF2.seq	WC-1038
17.MMHAP53FLF2.seq	WC-541
17.MMHAP54FLF2.seq	WC-1003
17.MMHAP59FLF2.seq	WC-418
17.MMHAP61FRF8.seq	WC-293
17.MMHAP64FRF8.seq	WC-754
17.MMHAP67FRF8.seq	WC-700
17.MMHAP70FRF8.seq	WC-966
17.MMHAP71FRF8.seq	WC-683
17.MMHAP82FLF2.seq	WC-496
17.MMHAP82FRF8.seq	WC-758
17.MMHAP83FRF8.seq	WC-837
17.MMHAP88FRF8.seq	WC-782
17.MMHAP91FLF2.seq	WC-790
17.MMHAP91FRF8.seq	WC-657
17.MMHAP94FRF8.seq	WC-837
17.MMHAP97FRF8.seq	WC-868
17.MMHAP9FRF8.seq	WC-258
18.MHAa47b6.seq	WC-320
18.MHAa55T.seq	WC-302
18.MHAa90b6.seq	WC-483
18.MMHAP10FF3.seq	WC-898
18.MMHAP10FRF9.seq	WC-960
18.MMHAP11FRF9.seq	WC-1106
18.MMHAP14FRF9.seq	WC-685
18.MMHAP18FLF3.seq	WC-262
18.MMHAP22FRF9.seq	WC-384
18.MMHAP23FLF3.seq	WC-42
18.MMHAP23FRF9.seq	WC-1053
18.MMHAP25FLF3.seq	WC-126
18.MMHAP25FRF9.seq	WC-235
18.MMHAP26FRF9.seq	WC-230
18.MMHAP27FLF3.seq	WC-743
18.MMHAP31FLF3.seq	WC-551
18.MMHAP34FLF3.seq	WC-301
18.MMHAP34FRF9.seq	WC-656
18.MMHAP42FLF3.seq	WC-236
18.MMHAP46FRF9.seq	WC-30
18.MMHAP4FLF3.seq	WC-891
18.MMHAP50FLF3.seq	WC-76
18.MMHAP54FLF3.seq	WC-54
18.MMHAP59FRF9.seq	WC-960
18.MMHAP5FLF3.seq	WC-737
18.MMHAP5FRF9.seq	WC-700
18.MMHAP61FLF3.seq	WC-937
18.MMHAP61FRF9.seq	WC-755
18.MMHAP62FRF9.seq	WC-758
18.MMHAP63FRF9.seq	WC-666
18.MMHAP65FLF3.seq	WC-578
18.MMHAP70FLF3.seq	WC-271
18.MMHAP76FRF9.seq	WC-173
18.MMHAP79FRF9.seq	WC-282
18.MMHAP80FLF3.seq	WC-166
18.MMHAP82FLF3.seq	WC-814
18.MMHAP83FLF3.seq	WC-658
18.MMHAP84FRF9.seq	WC-975
18.MMHAP85FLF3.seq	WC-592
18.MMHAP86FLF3.seq	WC-307
18.MMHAP86FRF9.seq	WC-206
18.MMHAP87FLF3.seq	WC-125
18.MMHAP88FLF3.seq	WC-983
18.MMHAP91FRF9.seq	WC-523
18.MMHAP97FRF9.seq	WC-1086
18.mHAa3b6.seq	WC-852
19.MHAa43d7.seq	WC-372
19.MHAa58b7.seq	WC-1035
19.MHAa91f7.seq	WC-1130
19.MMHAP10FRG7.seq	WC-163
19.MMHAP12FLG1.seq	WC-762
19.MMHAP12FRG7.seq	WC-333
19.MMHAP15FRG7.seq	WC-786
19.MMHAP16FRG7.seq	WC-529
19.MMHAP17FG1.seq	WC-402
19.MMHAP17FRG7.seq	WC-712
19.MMHAP18FLG1.seq	WC-170
19.MMHAP25FLG1.seq	WC-302
19.MMHAP26FLG1.seq	WC-494
19.MMHAP27FLG1.seq	WC-764
19.MMHAP27FRG7.seq	WC-310
19.MMHAP28FRG7.seq	WC-225
19.MMHAP29FRG7.seq	WC-1060
19.MMHAP32FLG1.seq	WC-369
19.MMHAP33FLG1.seq	WC-258
19.MMHAP33FRG7.seq	WC-500
19.MMHAP41FLG1.seq	WC-907
19.MMHAP53FLG1.seq	WC-702
19.MMHAP66FLG1.seq	WC-42
19.MMHAP67FLG1.seq	WC-1087
19.MMHAP71FLG1.seq	WC-984
19.MMHAP75FLG1.seq	WC-797
19.MMHAP80FRG7.seq	WC-210
19.MMHAP86FRG7.seq	WC-1000
19.MMHAP87FRG7.seq	WC-236
19.MMHAP88FRG7.seq	WC-775
19.MMHAP90FRG7.seq	WC-863
19.MMHAP91FRG7.seq	WC-1045
19.MMHAP94FLG1.seq	WC-651
19.MMHAP97FRG7.seq	WC-344
19.mHAa9g7.seq	WC-508
1_16-1.seq	WC-187
20.E1_8_31_95.seq	WC-593
20.MHAa10f8.seq	WC-996
20.MHAa65T_M13Rev.seq	WC-360
20.MHAa89f8.seq	WC-103
20.MHAa90f8.seq	WC-759
20.MHAa93f8.seq	WC-747
20.MHAa96b8.seq	WC-70
20.MMHAP10FG2.seq	WC-240
20.MMHAP10FRG8.seq	WC-644
20.MMHAP16FLG2.seq	WC-831
20.MMHAP16FRG8.seq	WC-354
20.MMHAP18FLG2.seq	WC-37
20.MMHAP18FRG8.seq	WC-395
20.MMHAP22FRG8.seq	WC-307
20.MMHAP23FLG2.seq	WC-1047
20.MMHAP24FLG2.seq	WC-1159
20.MMHAP25FRG8.seq	WC-179
20.MMHAP28FLG2.seq	WC-137
20.MMHAP29FRG8.seq	WC-1118
20.MMHAP32FLG2.seq	WC-592
20.MMHAP35FLG2.seq	WC-170
20.MMHAP36FRG8.seq	WC-933
20.MMHAP42FLG2.seq	WC-664
20.MMHAP44FLG2.seq	WC-880
20.MMHAP45FLG2.seq	WC-315
20.MMHAP47FLG2.seq	WC-944
20.MMHAP4FLG2.seq	WC-101
20.MMHAP4FRG8.seq	WC-964
20.MMHAP50FLG2.seq	WC-383
20.MMHAP59FRG8.seq	WC-159
20.MMHAP61FLG2.seq	WC-802
20.MMHAP61FRG8.seq	WC-141
20.MMHAP62FLG2.seq	WC-1028
20.MMHAP64FLG2.seq	WC-1169
20.MMHAP66FLG2.seq	WC-936
20.MMHAP67FRG8.seq	WC-19
20.MMHAP69FRG8.seq	WC-973
20.MMHAP6FLG2.seq	WC-888
20.MMHAP6FRG8.seq	WC-880
20.MMHAP76FRG8.seq	WC-751
20.MMHAP7FLG2.seq	WC-940
20.MMHAP82FLG2.seq	WC-148
20.MMHAP82FRG8.seq	WC-357
20.MMHAP84FRG8.seq	WC-1040
20.MMHAP85FLG2.seq	WC-899
20.MMHAP86FLG2.seq	WC-377
20.MMHAP87FRG8.seq	WC-550
20.MMHAP88FLG2.seq	WC-450
20.MMHAP88FRG8.seq	WC-1038
20.MMHAP91FRG8.seq	WC-693
20.MMHAP97FLG2.seq	WC-2
20.MMHAP9FLG2.seq	WC-444
20.MMHAP9FRG8.seq	WC-372
21.MHAa42f9.seq	WC-569
21.MHAa52f9.seq	WC-785
21.MHAa98f9.seq	WC-422
21.MMHAP14FLG3.seq	WC-757
21.MMHAP14FRG9.seq	WC-753
21.MMHAP15FRG9.seq	WC-335
21.MMHAP17FRG9.seq	WC-956
21.MMHAP20FRG9.seq	WC-152
21.MMHAP22FRG9.seq	WC-388
21.MMHAP25FLG3.seq	WC-162
21.MMHAP26FLG3.seq	WC-104
21.MMHAP27FRG9.seq	WC-499
21.MMHAP28FLG3.seq	WC-375
21.MMHAP28FRG9.seq	WC-410
21.MMHAP34FLG3.seq	WC-974
21.MMHAP34FRG9.seq	WC-91
21.MMHAP36FLG3.seq	WC-784
21.MMHAP40FRG9.seq	WC-1138
21.MMHAP45FRG9.seq	WC-61
21.MMHAP4FRG9.seq	WC-200
21.MMHAP50FRG9.seq	WC-706
21.MMHAP54FLG3.seq	WC-544
21.MMHAP56FRG9.seq	WC-349
21.MMHAP57FLG3.seq	WC-688
21.MMHAP61FLG3.seq	WC-965
21.MMHAP61FRG9.seq	WC-814
21.MMHAP62FLG3.seq	WC-110
21.MMHAP65FRG9.seq	WC-564
21.MMHAP66FLG3.seq	WC-181
21.MMHAP67FLG3.seq	WC-170
21.MMHAP68FRG9.seq	WC-366
21.MMHAP6FLG3.seq	WC-985
21.MMHAP71FRG9.seq	WC-1062
21.MMHAP79FRG9.seq	WC-914
21.MMHAP7FLG3.seq	WC-747
21.MMHAP88FLG3.seq	WC-822
21.MMHAP88FRG9.seq	WC-559
21.MMHAP91FLG3.seq	WC-99
21.MMHAP91FRG9.seq	WC-346
21.MMHAP94FLG3.seq	WC-24
21.MMHAP97FRG9.seq	WC-91
21.MMHAP9FLG3.seq	WC-1167
21.MMHAP9FRG9.seq	WC-908
22.MHAa10f10.seq	WC-294
22.MHAa55f10.seq	WC-543
22.MHAa58b10.seq	WC-609
22.MHAa90f10.seq	WC-758
22.MHAa96b10.seq	WC-172
22.MMHAP10FH1.seq	WC-648
22.MMHAP12FRH7.seq	WC-190
22.MMHAP15FRH7.seq	WC-593
22.MMHAP16FLH1.seq	WC-243
22.MMHAP17FH1.seq	WC-286
22.MMHAP18FLH1.seq	WC-746
22.MMHAP18FRH7.seq	WC-231
22.MMHAP25FLH1.seq	WC-578
22.MMHAP25FRH7.seq	WC-963
22.MMHAP26FLH1.seq	WC-443
22.MMHAP26FRH7.seq	WC-320
22.MMHAP28FLH1.seq	WC-441
22.MMHAP30FLH1.seq	WC-944
22.MMHAP53FRH7.seq	WC-773
22.MMHAP54FLH1.seq	WC-703
22.MMHAP57FRH7.seq	WC-263
22.MMHAP67FRH7.seq	WC-302
22.MMHAP69FRH7.seq	WC-45
22.MMHAP6FLH1.seq	WC-197
22.MMHAP70FRH7.seq	WC-802
22.MMHAP75FRH7.seq	WC-979
22.MMHAP76FRH7.seq	WC-799
22.MMHAP7FLH1.seq	WC-72
22.MMHAP81FRH7.seq	WC-234
22.MMHAP82FRH7.seq	WC-386
22.MMHAP87FLH1.seq	WC-390
22.MMHAP97FLH1.seq	WC-402
22.MMHAP97FRH7.seq	WC-282
22.mHAa3b10.seq	WC-942
22.mHAa3e10.seq	WC-640
23.MHAa63b11.seq	WC-539
23.MHAa89f11.seq	WC-1111
23.MHAa90f11.seq	WC-329
23.MHAa92f11.seq	WC-497
23.MMHAP10FH2.seq	WC-837
23.MMHAP11FRH8.seq	WC-344
23.MMHAP14FLH2.seq	WC-565
23.MMHAP15FRH8.seq	WC-1076
23.MMHAP22FRH8.seq	WC-1006
23.MMHAP24FRH8.seq	WC-193
23.MMHAP25FLH2.seq	WC-560
23.MMHAP27FRH8.seq	WC-1033
23.MMHAP28FRH8.seq	WC-705
23.MMHAP30FLH2.seq	WC-360
23.MMHAP33FRH8.seq	WC-1066
23.MMHAP34FLH2.seq	WC-425
23.MMHAP34FRH8.seq	WC-572
23.MMHAP35FLH2.seq	WC-375
23.MMHAP35FRH8.seq	WC-934
23.MMHAP45FRH8.seq	WC-260
23.MMHAP4FLH2.seq	WC-477
23.MMHAP50FRH8.seq	WC-474
23.MMHAP53FRH8.seq	WC-149
23.MMHAP54FLH2.seq	WC-581
23.MMHAP59FRH8.seq	WC-550
23.MMHAP5FRH8.seq	WC-738
23.MMHAP61FLH2.seq	WC-84
23.MMHAP64FLH2.seq	WC-941
23.MMHAP68FRH8.seq	WC-395
23.MMHAP7FLH2.seq	WC-901
23.MMHAP85FLH2.seq	WC-140
23.MMHAP85FRH8.seq	WC-550
23.MMHAP86FRH8.seq	WC-1021
23.MMHAP87FRH8.seq	WC-472
23.MMHAP94FLH2.seq	WC-371
23.MMHAP97FRH8.seq	WC-441
23.mHAa8a11.seq	WC-575
24.MHAa55f12.seq	WC-1090
24.MHAa58b12.seq	WC-77
24.MHAa63b12.seq	WC-291
24.MHAa81T_M13Rev.seq	WC-618
24.MHAa89f12.seq	WC-1
24.MHAa90b12.seq	WC-604
24.MHAa93f12.seq	WC-296
24.MHAa96b12.seq	WC-629
24.MHAa98f12.seq	WC-757
24.MMHAP10FH3.seq	WC-1140
24.MMHAP11FLH3.seq	WC-833
24.MMHAP16FLH3.seq	WC-698
24.MMHAP17FH3.seq	WC-1099
24.MMHAP18FRH9.seq	WC-191
24.MMHAP25FRH9.seq	WC-240
24.MMHAP29FRH9.seq	WC-19
24.MMHAP33FRH9.seq	WC-554
24.MMHAP34FLH3.seq	WC-1025
24.MMHAP35FRH9.seq	WC-979
24.MMHAP36FLH3.seq	WC-874
24.MMHAP37FRH9.seq	WC-858
24.MMHAP38FRH9.seq	WC-670
24.MMHAP48FLH3.seq	WC-180
24.MMHAP4FRH9.seq	WC-899
24.MMHAP50FRH9.seq	WC-754
24.MMHAP53FLH3.seq	WC-736
24.MMHAP56FRH9.seq	WC-852
24.MMHAP5FLH3.seq	WC-444
24.MMHAP5FRH9.seq	WC-502
24.MMHAP63FRH9.seq	WC-919
24.MMHAP64FRH9.seq	WC-596
24.MMHAP67FLH3.seq	WC-505
24.MMHAP69FLH3.seq	WC-625
24.MMHAP69FRH9.seq	WC-160
24.MMHAP6FLH3.seq	WC-282
24.MMHAP86FLH3.seq	WC-1039
24.MMHAP87FRH9.seq	WC-84
24.MMHAP88FLH3.seq	WC-880
24.MMHAP91FLH3.seq	WC-700
24.MMHAP93FRH9.seq	WC-759
24.MMHAP97FRH9.seq	WC-614
24.MMHAP9FLH3.seq	WC-747
24.mhaa80e.seq	WC-705
25.MHAa55g1.seq	WC-762
25.MHAa75c1.seq	WC-308
25.MHAa91g1.seq	WC-503
25.MHAa92c1.seq	WC-62
25.MHAa95c1.seq	WC-393
25.MMHAP11FLA4.seq	WC-266
25.MMHAP11FRA10.seq	WC-804
25.MMHAP14FLA4.seq	WC-278
25.MMHAP15FLA4.seq	WC-946
25.MMHAP24FRA10.seq	WC-1076
25.MMHAP25FRA10.seq	WC-464
25.MMHAP28FRA10.seq	WC-678
25.MMHAP29FLA4.seq	WC-727
25.MMHAP32FLA4.seq	WC-498
25.MMHAP34FRA10.seq	WC-474
25.MMHAP35FRA10.seq	WC-950
25.MMHAP38FLA4.seq	WC-357
25.MMHAP44FLA4.seq	WC-268
25.MMHAP50FLA4.seq	WC-540
25.MMHAP50FRA10.seq	WC-216
25.MMHAP54FLA4.seq	WC-727
25.MMHAP56FRA10.seq	WC-1031
25.MMHAP59FLA4.seq	WC-685
25.MMHAP5FRA10.seq	WC-399
25.MMHAP62FLA4.seq	WC-422
25.MMHAP63FLA4.seq	WC-737
25.MMHAP63FRA10.seq	WC-323
25.MMHAP64FLA4.seq	WC-450
25.MMHAP68FRA10.seq	WC-453
25.MMHAP69FLA4.seq	WC-838
25.MMHAP70FLA4.seq	WC-575
25.MMHAP7FRA10.seq	WC-304
25.MMHAP80FLA4.seq	WC-533
25.MMHAP84FLA4.seq	WC-916
25.MMHAP86FRA10.seq	WC-366
25.MMHAP90FRA10.seq	WC-91
25.MMHAP94FLA4.seq	WC-918
25.MMHAP9FLA4.seq	WC-274
25.MMHAP9FRA10.seq	WC-865
25.mHAa3f1.seq	WC-493
25.mHAa8b1.seq	WC-1111
25.mHAa9h1.seq	WC-66
26.MHAa43e2.seq	WC-382
26.MHAa58c2.seq	WC-427
26.MHAa59c2.seq	WC-1076
26.MHAa63c2.seq	WC-602
26.MHAa77c2.seq	WC-685
26.MHAa90g2.seq	WC-360
26.MHAa92c2.seq	WC-104
26.MHAa93g2.seq	WC-633
26.MHAa95c2.seq	WC-123
26.MMHAP10FA5.seq	WC-666
26.MMHAP11FLA5.seq	WC-87
26.MMHAP11FRA11.seq	WC-383
26.MMHAP12FLA5.seq	WC-464
26.MMHAP17FA5.seq	WC-22
26.MMHAP18FLA5.seq	WC-468
26.MMHAP20FRA11.seq	WC-714
26.MMHAP24FLA5.seq	WC-492
26.MMHAP26FLA5.seq	WC-992
26.MMHAP26FRA11.seq	WC-569
26.MMHAP28FLA5.seq	WC-399
26.MMHAP29FRA11.seq	WC-947
26.MMHAP32FLA5.seq	WC-493
26.MMHAP34FLA5.seq	WC-456
26.MMHAP35FLA5.seq	WC-176
26.MMHAP36FLA5.seq	WC-891
26.MMHAP42FLA5.seq	WC-852
26.MMHAP47FLA5.seq	WC-1105
26.MMHAP4FLA5.seq	WC-857
26.MMHAP50FRA11.seq	WC-985
26.MMHAP53FLA5.seq	WC-138
26.MMHAP53FRA11.seq	WC-1119
26.MMHAP54FLA5.seq	WC-592
26.MMHAP56FRA11.seq	WC-10
26.MMHAP57FLA5.seq	WC-931
26.MMHAP59FRA11.seq	WC-870
26.MMHAP61FRA11.seq	WC-129
26.MMHAP64FRA11.seq	WC-605
26.MMHAP66FLA5.seq	WC-591
26.MMHAP67FLA5.seq	WC-764
26.MMHAP67FRA11.seq	WC-304
26.MMHAP69FRA11.seq	WC-907
26.MMHAP70FLA5.seq	WC-293
26.MMHAP71FLA5.seq	WC-278
26.MMHAP76FRA11.seq	WC-1095
26.MMHAP79FRA11.seq	WC-143
26.MMHAP81FRA11.seq	WC-841
26.MMHAP83FRA11.seq	WC-900
26.MMHAP84FRA11.seq	WC-1069
26.MMHAP87FLA5.seq	WC-416
26.MMHAP90FRA11.seq	WC-440
26.MMHAP91FLA5.seq	WC-142
26.MMHAP94FLA5.seq	WC-970
26.MMHAP94FRA11.seq	WC-658
26.MMHAP96FRA11.seq	WC-526
26.MMHAP97FRA11.seq	WC-1072
26.MMHAP9FRA11.seq	WC-932
26.mHAa8b2.seq	WC-236
27.MHAa58c3.seq	WC-359
27.MHAa93g3.seq	WC-899
27.MHAa98g3.seq	WC-1058
27.MMHAP10FRA12.seq	WC-622
27.MMHAP16FLA6.seq	WC-359
27.MMHAP17FA6.seq	WC-4
27.MMHAP18FLA6.seq	WC-1139
27.MMHAP20FRA12.seq	WC-636
27.MMHAP24FLA6.seq	WC-911
27.MMHAP25FLA6.seq	WC-666
27.MMHAP26FRA12.seq	WC-104
27.MMHAP28FLA6.seq	WC-758
27.MMHAP32FLA6.seq	WC-290
27.MMHAP34FLA6.seq	WC-488
27.MMHAP35FLA6.seq	WC-307
27.MMHAP42FLA6.seq	WC-39
27.MMHAP53FLA6.seq	WC-12
27.MMHAP54FLA6.seq	WC-518
27.MMHAP54FRA12.seq	WC-1124
27.MMHAP56FLA6.seq	WC-865
27.MMHAP59FLA6.seq	WC-677
27.MMHAP62FLA6.seq	WC-177
27.MMHAP63FLA6.seq	WC-742
27.MMHAP63FRA12.seq	WC-585
27.MMHAP66FLA6.seq	WC-474
27.MMHAP66FRA12.seq	WC-797
27.MMHAP68FLA6.seq	WC-559
27.MMHAP69FLA6.seq	WC-706
27.MMHAP69FRA12.seq	WC-753
27.MMHAP6FLA6.seq	WC-1161
27.MMHAP70FLA6.seq	WC-924
27.MMHAP70FRA12.seq	WC-872
27.MMHAP7FRA12.seq	WC-826
27.MMHAP85FLA6.seq	WC-974
27.MMHAP86FLA6.seq	WC-319
27.MMHAP90FLA6.seq	WC-188
27.MMHAP90FRA12.seq	WC-719
27.MMHAP91FLA6.seq	WC-31
27.MMHAP97FLA6.seq	WC-40
27.MMHAP9FRA12.seq	WC-1069
28.E1_9_6_95.seq	WC-398
28.MHAa58c4.seq	WC-579
28.MHAa63c4.seq	WC-746
28.MHAa64g4.seq	WC-1076
28.MHAa65T_M13Rev.seq	WC-61
28.MMHAP10FB4.seq	WC-1012
28.MMHAP11FRB10.seq	WC-749
28.MMHAP12FRB10.seq	WC-648
28.MMHAP15FLB4.seq	WC-138
28.MMHAP16FRB10.seq	WC-373
28.MMHAP26FRB10.seq	WC-934
28.MMHAP27FRB10.seq	WC-895
28.MMHAP28FLB4.seq	WC-15
28.MMHAP28FRB10.seq	WC-1142
28.MMHAP35FRB10.seq	WC-402
28.MMHAP37FRB10.seq	WC-697
28.MMHAP38FRB10.seq	WC-898
28.MMHAP45FLB4.seq	WC-996
28.MMHAP53FRB10.seq	WC-947
28.MMHAP61FRB10.seq	WC-172
28.MMHAP62FRB10.seq	WC-955
28.MMHAP63FLB4.seq	WC-1066
28.MMHAP67FLB4.seq	WC-1078
28.MMHAP69FLB4.seq	WC-753
28.MMHAP6FRB10.seq	WC-905
28.MMHAP80FRB10.seq	WC-148
28.MMHAP81FLB4.seq	WC-770
28.MMHAP84FRB10.seq	WC-162
28.MMHAP88FLB4.seq	WC-77
28.MMHAP96FLB4.seq	WC-1017
28.MMHAP97FLB4.seq	WC-495
28.MMHAP97FRB10.seq	WC-1078
29.MHAa27B.seq	WC-1146
29.MHAa59c5.seq	WC-410
29.MHAa64g5.seq	WC-901
29.MHAa77c5.seq	WC-769
29.MHAa92c5.seq	WC-880
29.MMHAP14FLB5.seq	WC-1069
29.MMHAP15FLB5.seq	WC-29
29.MMHAP16FLB5.seq	WC-276
29.MMHAP18FLB5.seq	WC-1065
29.MMHAP18FRB11.seq	WC-229
29.MMHAP22FRB11.seq	WC-344
29.MMHAP23FLB5.seq	WC-817
29.MMHAP24FLB5.seq	WC-413
29.MMHAP24FRB11.seq	WC-415
29.MMHAP25FRB11.seq	WC-360
29.MMHAP36FLB5.seq	WC-909
29.MMHAP37FRB11.seq	WC-867
29.MMHAP40FRB11.seq	WC-422
29.MMHAP42FLB5.seq	WC-1031
29.MMHAP47FLB5.seq	WC-899
29.MMHAP4FLB5.seq	WC-309
29.MMHAP53FLB5.seq	WC-9
29.MMHAP54FLB5.seq	WC-1011
29.MMHAP62FLB5.seq	WC-168
29.MMHAP66FLB5.seq	WC-366
29.MMHAP68FLB5.seq	WC-107
29.MMHAP6FRB11.seq	WC-78
29.MMHAP70FLB5.seq	WC-766
29.MMHAP71FLB5.seq	WC-197
29.MMHAP75FRB11.seq	WC-888
29.MMHAP79FRB11.seq	WC-47
29.MMHAP81FLB5.seq	WC-185
29.MMHAP83FLB5.seq	WC-450
29.MMHAP85FLB5.seq	WC-250
29.MMHAP85FRB11.seq	WC-260
29.MMHAP86FRB11.seq	WC-420
29.MMHAP90FRB11.seq	WC-998
30.MHAa22T.seq	WC-545
30.MHAa52g6.seq	WC-513
30.MHAa58c6.seq	WC-85
30.MHAa89g6.seq	WC-12
30.MHAa96c6.seq	WC-14
30.MMHAP11FLB6.seq	WC-816
30.MMHAP12FLB6.seq	WC-277
30.MMHAP12FRB12.seq	WC-596
30.MMHAP14FLB6.seq	WC-744
30.MMHAP15FLB6.seq	WC-509
30.MMHAP16FRB12.seq	WC-1132
30.MMHAP22FRB12.seq	WC-519
30.MMHAP25FRB12.seq	WC-903
30.MMHAP26FRB12.seq	WC-388
30.MMHAP28FLB6.seq	WC-314
30.MMHAP28FRB12.seq	WC-904
30.MMHAP29FRB12.seq	WC-102
30.MMHAP30FLB6.seq	WC-905
30.MMHAP31FLB6.seq	WC-854
30.MMHAP36FRB12.seq	WC-749
30.MMHAP38FLB6.seq	WC-211
30.MMHAP48FLB6.seq	WC-882
30.MMHAP4FRB12.seq	WC-836
30.MMHAP59FLB6.seq	WC-1118
30.MMHAP59FRB12.seq	WC-811
30.MMHAP5FLB6.seq	WC-597
30.MMHAP66FLB6.seq	WC-515
30.MMHAP69FRB12.seq	WC-84
30.MMHAP6FLB6.seq	WC-179
30.MMHAP6FRB12.seq	WC-264
30.MMHAP75FLB6.seq	WC-473
30.MMHAP84FLB6.seq	WC-596
30.MMHAP85FRB12.seq	WC-1137
30.MMHAP87FRB12.seq	WC-262
30.MMHAP88FRB12.seq	WC-346
30.MMHAP90FRB12.seq	WC-939
30.MMHAP91FLB6.seq	WC-568
30.MMHAP94FLB6.seq	WC-1095
30.MMHAP97FRB12.seq	WC-616
30.MMHAP9FLB6.seq	WC-215
30.MMHAP9FRB12.seq	WC-1072
30.mHAa3f6.seq	WC-1161
31.MMHAP16FRC10.seq	WC-1057
31.MMHAP17FC4.seq	WC-355
31.MMHAP17FRC10.seq	WC-37
31.MMHAP22FRC10.seq	WC-676
31.MMHAP25FLC4.seq	WC-427
31.MMHAP26FRC10.seq	WC-976
31.MMHAP27FRC10.seq	WC-638
31.MMHAP28FLC4.seq	WC-349
31.MMHAP28FRC10.seq	WC-144
31.MMHAP29FRC10.seq	WC-1005
31.MMHAP33FLC4.seq	WC-843
31.MMHAP36FLC4.seq	WC-306
31.MMHAP37FRC10.seq	WC-293
31.MMHAP53FRC10.seq	WC-887
31.MMHAP54FLC4.seq	WC-716
31.MMHAP54FRC10.seq	WC-462
31.MMHAP57FLC4.seq	WC-84
31.MMHAP58FLC4.seq	WC-454
31.MMHAP5FRC10.seq	WC-224
31.MMHAP63FLC4.seq	WC-918
31.MMHAP63FRC10.seq	WC-620
31.MMHAP64FLC4.seq	WC-450
31.MMHAP64FRC10.seq	WC-628
31.MMHAP68FRC10.seq	WC-45
31.MMHAP6FLC4.seq	WC-314
31.MMHAP70FLC4.seq	WC-469
31.MMHAP70FRC10.seq	WC-247
31.MMHAP76FRC10.seq	WC-319
31.MMHAP7FRC10.seq	WC-900
31.MMHAP80FRC10.seq	WC-865
31.MMHAP81FLC4.seq	WC-1013
31.MMHAP84FRC10.seq	WC-659
31.MMHAP86FLC4.seq	WC-375
31.MMHAP90FLC4.seq	WC-563
31.MMHAP91FLC4.seq	WC-607
31.MMHAP94FLC4.seq	WC-909
31.MMHAP97FLC4.seq	WC-140
32.MHAa43e8.seq	WC-323
32.MHAa55g8.seq	WC-869
32.MHAa63g8.seq	WC-309
32.MHAa79T.seq	WC-1019
32.MHAa96c8.seq	WC-972
32.MMHAP10FC5.seq	WC-729
32.MMHAP11FLC5.seq	WC-814
32.MMHAP16FRC11.seq	WC-484
32.MMHAP17FC5.seq	WC-1095
32.MMHAP23FLC5.seq	WC-162
32.MMHAP26FRC11.seq	WC-166
32.MMHAP27FLC5.seq	WC-1028
32.MMHAP32FLC5.seq	WC-55
32.MMHAP33FRC11.seq	WC-699
32.MMHAP35FRC11.seq	WC-320
32.MMHAP36FLC5.seq	WC-879
32.MMHAP47FLC5.seq	WC-1062
32.MMHAP4FLC5.seq	WC-620
32.MMHAP4FRC11.seq	WC-905
32.MMHAP50FRC11.seq	WC-86
32.MMHAP53FLC5.seq	WC-16
32.MMHAP57FLC5.seq	WC-100
32.MMHAP57FRC11.seq	WC-230
32.MMHAP5FLC5.seq	WC-35
32.MMHAP62FLC5.seq	WC-838
32.MMHAP63FLC5.seq	WC-1108
32.MMHAP64FLC5.seq	WC-1084
32.MMHAP64FRC11.seq	WC-999
32.MMHAP69FLC5.seq	WC-825
32.MMHAP6FLC5.seq	WC-590
32.MMHAP6FRC11.seq	WC-1002
32.MMHAP75FRC11.seq	WC-662
32.MMHAP80FLC5.seq	WC-321
32.MMHAP81FRC11.seq	WC-802
32.MMHAP83FLC5.seq	WC-233
32.MMHAP83FRC11.seq	WC-320
32.MMHAP85FLC5.seq	WC-980
32.MMHAP87FLC5.seq	WC-1158
32.MMHAP88FLC5.seq	WC-880
32.MMHAP89FLC5.seq	WC-553
32.MMHAP90FLC5.seq	WC-9
32.MMHAP94FLC5.seq	WC-1154
32.MMHAP9FLC5.seq	WC-174
32.MMHAP9FRC11.seq	WC-447
32.mHAa3f8.seq	WC-1127
32.mHAa8b8.seq	WC-535
33.MHAa10g9.seq	WC-783
33.MHAa42g9.seq	WC-515
33.MHAa50g9.seq	WC-1106
33.MHAa63c9.seq	WC-177
33.MHAa77c9.seq	WC-248
33.MHAa90c9.seq	WC-301
33.MHAa90g9.seq	WC-359
33.MHAa92c9.seq	WC-968
33.MHAa92g9.seq	WC-275
33.MHAa95c9.seq	WC-789
33.MMHAP12FLC6.seq	WC-482
33.MMHAP12FRC12.seq	WC-759
33.MMHAP15FLC6.seq	WC-793
33.MMHAP16FRC12.seq	WC-211
33.MMHAP17FC6.seq	WC-327
33.MMHAP20FRC12.seq	WC-93
33.MMHAP25FLC6.seq	WC-501
33.MMHAP26FLC6.seq	WC-787
33.MMHAP27FRC12.seq	WC-948
33.MMHAP28FLC6.seq	WC-852
33.MMHAP29FLC6.seq	WC-1044
33.MMHAP30FLC6.seq	WC-525
33.MMHAP32FLC6.seq	WC-37
33.MMHAP33FRC12.seq	WC-306
33.MMHAP34FRC12.seq	WC-21
33.MMHAP36FRC12.seq	WC-814
33.MMHAP4FLC6.seq	WC-170
33.MMHAP58FLC6.seq	WC-180
