Locus	Assay	Chrom	Genetic Position	Contig	Yacs
	U39071	Chr3		WC3.27	116_E_11 117_D_5 135_H_7 162_B_4 199_F_3 329_G_4 402_E_9 459_B_3 463_A_4
	46.MMHAP94FRH10.seq	Chr3		WC3.28	187_F_11 200_A_5 288_D_11 289_H_3 295_C_5 376_E_7 376_G_7 403_G_6 434_C_3 463_C_8
	30.MMHAP36FRB12.seq	Chr3		WC3.45	149_C_3 293_F_12 330_H_10
	X91825	Chr3		WC3.29	217_F_3 319_D_8-f 326_C_2 357_G_10 361_G_9
	mHAa57b4.seq	Chr3		WC3.24	141_C_9 214_C_12 344_D_12 386_E_8 417_B_10 463_A_12
	01.MMHAP8FRA7.seq	Chr3		WC3.5	281_D_11 317_B_6 408_D_12 434_E_7 439_A_5 439_A_7 456_F_11 458_E_4
	MHAa31c12.seq	Chr3		WC3.28	167_C_9 200_A_5 308_A_1 331_F_10 457_F_9 464_B_6
	48.MMHAP34FLH6.seq	Chr3		WC3.25	185_A_9 360_F_4
	MHAa82d4.seq	Chr3		WC3.46	125_G_8 162_E_6 163_D_6 179_E_9 224_A_7 351_D_10 351_E_10 402_C_4 402_D_5 433_H_7
	U44731	Chr3		WC3.46	139_B_2 462_A_7
D3Mit180.2		Chr3		WC3.46	115_B_1 166_B_12 169_D_10 180_A_2 181_A_3 185_G_4 198_F_6 256_C_10 302_G_11 385_E_12 410_A_10
	12_5_11_18.seq	Chr3		WC3.45	120_A_4 120_B_3 126_B_7 156_E_5 300_E_9 304_A_8 304_A_9 357_B_4 464_G_10
	07.MMHAP54FLC1.seq	Chr3		WC3.25	162_A_10 169_A_8 376_G_5 387_B_7 391_H_10 421_D_7 457_D_9
	05.MMHAP82FRB8.seq	Chr3		WC3.26	184_E_1 332_F_6
	20.MHAa93f8.seq	Chr3		WC3.43	285_D_2 307_G_7 335_G_1 344_H_5 361_C_10 390_F_12 439_D_7 459_D_1
	D18026	Chr3		WC3.24	141_C_9 214_C_12 344_D_12 385_F_4
	MHAa21b3.seq	Chr3		WC3.18	127_D_9 167_F_6 184_D_2 193_E_1 211_H_2 293_C_10 356_G_5 392_D_4 405_F_9
	41.MMHAP26FRF11.seq	Chr3		WC3.1	313_E_9 330_E_9 388_B_6 395_A_6 408_E_3 424_F_7 427_G_2-f 457_H_3 463_B_4 464_G_9
	10.MMHAP97FRD7.seq	Chr3		WC3.49	150_A_9 172_C_7 177_G_8 177_H_7 183_C_11 255_A_11 330_D_9 464_B_6
	22.MMHAP18FLH1.seq	Chr3		WC3.42	134_B_1 136_F_2 151_F_9 153_B_4 282_C_12 285_B_5 325_C_7 332_B_5 332_E_9 341_E_5 341_E_8 390_A_8 390_C_1 465_D_12
	R75258	Chr3		WC3.34	159_B_4 159_E_12 185_E_2 187_H_4 282_G_8 282_H_8 282_H_9 283_D_3 316_G_10 378_B_10 389_A_4 403_A_3 464_F_6
	M14805	Chr3		WC3.32	166_D_6 173_E_11 181_A_7 312_G_7 384_H_12 424_A_7 427_A_7 459_E_5
	26.MMHAP20FRA11.seq	Chr3		WC3.15	117_H_5 183_G_7 239_G_3 274_B_5 386_G_7 391_C_2 414_A_6
	MT170	Chr3		WC3.47	184_D_1 256_H_3 311_H_12 317_A_10 405_A_12 405_G_5 406_A_12 406_B_7 462_F_12
	22.MHAa90f10.seq	Chr3		WC3.49	150_A_9 172_C_7 177_G_8 177_H_7 183_C_11 255_A_11 282_E_2 299_D_9 330_D_9 464_B_6
	12_5_5_1.seq	Chr3		WC3.34	115_G_8 152_E_7 183_C_11 217_E_9 310_B_10-f 459_H_2
	17.MMHAP82FRF8.seq	Chr3		WC3.49	122_B_9 139_B_8 299_D_9 420_G_2 450_E_7
	13.mHAa9g1.seq	Chr3		WC3.25	136_D_10 136_H_4 384_A_9 384_B_7 387_B_7 387_E_9 455_A_3 457_D_9
	32.MMHAP10FC5.seq	Chr3		WC3.27	116_E_11 117_D_5 135_H_7 255_F_3 459_B_3
	10.MMHAP86FLD1.seq	Chr3		WC3.49	135_E_10 188_D_11 282_E_2 299_D_9 382_G_3 420_G_2 464_B_6
	40.MHAa91h4.seq	Chr3		WC3.46	127_C_3 129_F_4 137_G_6 156_H_4 172_H_3 179_E_10 306_G_11 331_D_4 393_D_7
	Results_ER_9_1_95_3_11.seq	Chr3		WC3.41	286_B_8 448_H_3
	Results_ER_8_28_95_2_37.seq	Chr3		WC3.46	416_E_8 418_H_9 439_B_5 455_D_8
D3Mit46.1		Chr3		WC3.7	309_C_1 312_D_11 316_F_3 357_F_12 417_G_1
	23.MMHAP5FRH8.seq	Chr3		WC3.35	125_E_4 173_C_9 312_F_1 412_C_8 417_E_11 425_E_12 427_C_5 440_F_7
D3Mit46.3		Chr3			304_B_3 312_D_11 316_F_3 417_G_1
	01.MMHAP84FRA7.seq	Chr3		WC3.25	118_H_2 166_C_4 185_A_9 281_A_7 361_H_3 381_B_8 437_B_4 437_C_3 437_D_3 444_G_3
	15.MMHAP14FLE3.seq	Chr3		WC3.6	113_C_11 114_D_12 114_F_4 148_D_3 150_D_4 198_D_2 316_B_11 439_B_10 440_A_2
	Results_ER_8_28_95_2_4.seq	Chr3		WC3.10	125_F_11 141_C_8 346_C_8 402_H_3 410_H_1 425_G_2 440_A_1 447_D_4
	13.MMHAP59FRE7.seq	Chr3		WC3.16	116_G_12 153_H_10 286_A_7 304_B_5 378_G_3
	MHAa7b12.seq	Chr3		WC3.35	135_F_1 382_E_1 417_E_11 440_F_7
	27.MMHAP63FLA6.seq	Chr3		WC3.38	131_H_10 377_G_12 433_C_1 453_F_11
	31.MMHAP54FLC4.seq	Chr3		WC3.16	124_F_5 153_H_10 240_H_6 289_A_3 308_A_12 405_C_9
	39.MMHAP23FLE6.seq	Chr3		WC3.5	110_E_9 281_D_11 317_B_6 330_D_11 330_E_3 341_C_12 360_F_6 378_G_5 408_D_12 434_C_1 434_E_7 434_F_5 439_A_5 456_F_11 458_E_4
	12.MMHAP64FRD9.seq	Chr3		WC3.46	124_D_5 239_H_2 380_G_2 393_A_10
	43.MMHAP97FRG10.seq	Chr3		WC3.14	134_G_12 151_H_12 153_H_6 173_E_11 255_H_8 285_G_5 449_B_4 465_B_10
	24.mhaa80e.seq	Chr3		WC3.5	281_D_11 317_B_6 408_D_12 434_E_7 436_A_7 439_A_7 456_F_11 457_E_4 458_E_4
	48.MMHAP22FRH12.seq	Chr3		WC3.35	133_G_1 135_F_1 384_B_9 417_E_11 440_F_7
	46.MMHAP97FRH10.seq	Chr3		WC3.48	138_F_8 287_C_6 311_G_3 324_G_4 380_A_12 425_D_12
	11.G1_8_30_95a79B.seq	Chr3		WC3.49	117_C_1 255_A_11 409_C_8
	X61434	Chr3		WC3.46	435_B_2 455_E_11
D3Mit362	MT1813	Chr3		WC3.15	144_D_2 183_G_7 212_E_4 290_H_3 386_E_6 424_D_11 427_D_11 451_H_3
	34.MMHAP22FRD10.seq	Chr3		WC3.36	285_E_8 345_F_12 87_H_3
	D28577	Chr3		WC3.9	158_H_8 281_E_2 381_G_11 441_E_8
	Results_ER_8_28_95_2_25.seq	Chr3		WC3.36	179_D_12 187_A_3 239_F_11 285_E_8 289_G_10 289_H_8 316_G_6 442_A_10 87_H_3
	MHAa84d5.seq	Chr3		WC3.16	256_E_3 302_D_10 304_B_5 307_E_2 378_G_3 417_D_5 417_F_5
	M90388	Chr3		WC3.33	134_C_5 141_A_1 169_B_11 358_D_2 389_F_2 395_A_7 409_E_8
	20.MMHAP76FRG8.seq	Chr3		WC3.46	118_G_3 124_D_5 131_A_1 140_F_3 170_D_5 312_F_12 332_D_4 332_D_7-f 380_G_2 393_A_10
	27.MMHAP90FRA12.seq	Chr3		WC3.19	123_C_4 153_C_4 160_E_3 181_A_1 185_E_7 212_A_3 304_D_11 350_H_9 411_A_10 433_C_2
	39.MMHAP86FLE6.seq	Chr3		WC3.8	127_E_5 193_B_4 312_F_2 312_F_3 385_H_4 393_E_1 462_F_9
	X94127	Chr3		WC3.46	115_B_1 138_F_8 169_D_10 181_A_3 185_G_4 198_F_6 256_C_10 385_E_12 451_H_12 88_E_10
	47.MMHAP35FRH11.seq	Chr3		WC3.49	135_E_10 177_G_8 188_D_11 255_A_11 282_E_2 330_D_9 382_G_3 464_B_6
	MHAa64a1.seq	Chr3		WC3.22	140_E_9 147_G_1 164_G_7 224_G_10 305_G_7 434_F_3
	X83601	Chr3		WC3.19	123_C_4 161_H_3 167_D_10 212_C_2 218_D_9 322_B_5 335_F_11 398_D_2 441_A_3 441_C_12 457_H_12
	MHAa35c5.seq	Chr3		WC3.30	115_E_6 118_E_4 127_D_11 331_B_1 348_B_1 349_H_2 380_B_6 444_F_3
	44.MMHAP7FLG5.seq	Chr3		WC3.15	117_H_5 239_G_3 274_B_5 386_G_7 391_C_2 409_A_4 414_A_6 450_D_9
	41.MMHAP50FRF11.seq	Chr3		WC3.46	115_B_1 169_D_10 181_A_3 185_G_4 188_B_4 198_F_6 239_G_8 256_C_10 302_G_11 385_E_12 410_A_10 451_H_12
	10.MMHAP71FRD7.seq	Chr3		WC3.20	160_B_12 163_E_5 402_C_12 456_B_4 456_C_1
D3Mit361	MPC2063	Chr3		WC3.31	119_A_1 124_F_6 137_E_12 144_A_9 185_G_6 199_E_7 286_C_4 303_C_4 307_C_11 307_D_5 378_C_5 386_B_3 386_F_5 421_E_2 434_B_1
D3Mit368	MTH1203	Chr3		WC3.46	333_G_9 416_E_8 418_C_8 418_H_9 446_E_6 454_G_1
	10.MHAa89e10.seq	Chr3		WC3.30	163_A_8 292_F_3 385_G_1 432_H_5 459_A_7
	34.MMHAP53FLD4.seq	Chr3		WC3.37	127_B_4 129_D_11 183_A_3 274_C_1 304_C_9 332_C_5 332_C_6 406_A_8
	40.MMHAP63FRF10.seq	Chr3		WC3.1	116_D_3 313_E_9 408_E_3
	04.MMHAP16FLB1.seq	Chr3		WC3.49	135_E_10 172_C_7 188_D_11 282_E_2 299_D_9 382_G_3 420_G_2 450_E_7 456_D_12 464_B_6
D3Mit149	MT1307	Chr3	2.2 F	WC3.1	120_B_7 131_B_2 150_D_6 171_E_3 296_F_1 346_B_7 385_H_5 388_E_2
D3Mit269	MTH455	Chr3	2.2 F		133_G_6 442_G_3
D3Mit150	MT1341	Chr3	2.2 F	WC3.2	120_G_1 140_A_5 144_F_2 333_H_3 362_C_7 391_B_5
D3Mit164	MT1571	Chr3	2.2 F	WC3.1	129_H_1 131_B_2 171_E_3 180_G_7 278_A_1 300_F_2 331_C_6 385_H_5 395_A_6 463_B_4
D3Mit61	MPC990	Chr3	2.2 F	WC3.2	285_G_6 293_D_12 362_C_7 391_B_5
D3Mit264	MT2827	Chr3	2.2 F	WC3.1	116_D_3 239_D_7 330_E_9 388_B_6 408_E_3
D3Mit221	MT3397	Chr3	2.2 F	WC3.1	187_E_10 300_F_2 313_E_9 388_B_6 395_A_6 457_H_3 463_B_4
D3Mit324	MTH1619	Chr3	4.4 F		178_C_1 459_G_10
D3Mit177	MT2399	Chr3	4.4 F		126_H_7 341_A_5 415_B_9
D3Mit353	MTH2441	Chr3	4.4 P	WC3.2	136_A_3 333_H_3 389_H_12 452_G_10 452_G_9
D3Mit54	B572	Chr3	4.4 P	WC3.3	184_F_5 313_A_3 321_C_11 325_H_6 397_G_4 424_A_4 454_F_12 87_H_6
D3Mit202	MT3210	Chr3	4.4 F		140_A_2
D3Mit165	MT1151	Chr3	4.4 F	WC3.4	150_E_5 306_A_11 387_E_9 454_A_6
D3Mit237	MT3749	Chr3	4.4 F	WC3.3	131_B_4 141_F_3 159_E_9 177_B_10 342_G_5 389_F_1
D3Mit265	MT2791	Chr3	4.4 F		169_G_4 203_B_1 379_H_6
D3Mit236	MT3931	Chr3	4.4 F	WC3.4	150_E_5 306_A_11 343_H_8 387_E_9 396_E_4 450_A_2 454_A_6 456_H_9
D3Mit169	MT1764	Chr3	15.3 P	WC3.10	119_B_6 167_E_7 200_G_9 304_C_3 346_C_8 411_C_11 412_E_7 436_B_12
D3Mit332	MTH3205	Chr3	15.3 F	WC3.10	119_B_6 167_E_7 200_G_9 304_C_3 402_H_3 410_D_8 436_B_12 447_D_4
D3Mit295	MTH828	Chr3	15.3 F	WC3.11	166_G_7 326_D_7 351_B_5 391_H_12
D3Mit24	A636	Chr3	16.4 F	WC3.14	212_G_11 308_E_12 350_A_3 384_A_3 384_C_12 386_A_3 386_D_11 402_E_2 402_G_11 460_G_2 465_B_10
D3Mit224	MT3091	Chr3	16.4 F	WC3.14	148_C_8 173_E_11 88_B_8 88_F_6
D3Mit63	MPC1714	Chr3	16.4 P	WC3.13	296_C_9
D3Mit307	MTH1647	Chr3	16.4 F		215_A_7
D3Mit133	MTH230	Chr3	16.4 F		163_G_3 187_C_12
D3Mit226	MT15	Chr3	16.4 F	WC3.12	212_D_1 281_G_2
D3Mit94	MPC636	Chr3	16.4 F	WC3.12	120_A_10 172_A_7 273_F_9 273_G_9 281_G_2 286_D_7 357_G_11 381_G_2 418_F_2
D3Mit4	L40	Chr3	16.4 F	WC3.13	279_D_6 279_F_10 295_E_3 296_C_9 316_H_5 319_A_6 382_E_7 388_D_5 398_C_7 402_F_8
D3Mit333	MTH2860	Chr3	16.4 P		133_F_6 239_F_7
D3Mit152	MT668	Chr3	16.4 F		172_A_4 310_D_1 402_D_10
D3Mit306	MTH1014	Chr3	16.4 F		288_C_7
D3Mit95	MPC2565	Chr3	16.4 F	WC3.14	151_H_12 153_H_6 173_E_11 214_G_6 255_H_8 285_G_5 425_B_3 426_A_2 426_H_3
D3Mit225	MT3178	Chr3	16.4 P		127_H_3 164_A_12 388_E_1
D3Mit227	MT3414	Chr3	17.5 P		164_E_3 453_C_1
D3Mit308	MTH2042	Chr3	17.5 P	WC3.14	134_G_12 187_D_5 301_A_6 409_D_12 434_B_6 453_D_5
D3Mit296	MTH504	Chr3	17.5 P		178_A_10 178_H_7 180_H_1 181_G_7 183_B_10 183_C_10
D3Mit6	M149	Chr3	17.5 P		113_B_2 131_C_5 277_G_10 306_C_4 306_G_2 376_C_5 410_G_3 449_H_3 463_C_5
D3Mit96	MPC673	Chr3	17.5 P	WC3.14	187_D_5 291_A_4 308_A_6 453_D_5
D3Mit182	MMH376	Chr3	17.5 P	WC3.15	183_A_10 183_G_7 313_A_11-f 386_G_7 391_C_2 414_A_6 427_D_11 450_D_9 451_H_3 458_E_12
D3Mit64	MPC704	Chr3	17.5 P	WC3.15	117_H_5 274_B_5 386_G_7 391_C_2 409_A_4 414_A_6 450_D_9 458_E_12
D3Mit5	M123	Chr3	17.5 F	WC3.15	427_D_11
D3Mit65	MPC1125	Chr3	17.5 P	WC3.15	183_G_7 239_G_3 290_H_3 384_F_6 386_E_6 391_B_1 391_C_2 414_A_6 450_C_3 450_D_9 451_H_3 458_E_12
D3Mit274	MJ4750	Chr3	18.6 F	WC3.15	119_G_12 120_A_6 137_A_7 138_H_10 183_G_7 212_E_4 212_G_4 279_A_5 290_H_3 293_D_1 305_D_1 360_C_9 451_H_3
D3Mit134.2		Chr3	18.6 F	WC3.15	156_G_8 279_A_5 290_H_3 293_D_1 305_D_1
D3Mit153	MT1346	Chr3	18.6 F	WC3.15	305_D_1 420_A_7
D3Mit119	MT191	Chr3	18.6 F	WC3.15	129_H_4 188_G_2 293_D_1 380_D_7 420_A_7 433_C_9 453_C_3
D3Mit183	MT2243	Chr3	18.6 F	WC3.15	129_H_4 160_A_10 188_G_2 380_D_7 420_A_7 459_C_6
D3Mit354	MTH2243	Chr3	18.6 P		115_C_7 127_A_7 203_B_11 416_D_2 426_E_7
D3Mit207	MT2507	Chr3	18.6 F	WC3.15	380_D_7
D3Mit135.1		Chr3	20.8 P	WC3.17	119_H_11 132_B_8 132_G_11 134_E_11 139_A_5 181_H_11 184_B_2 332_H_5 333_C_11 412_E_12 430_E_12
D3Mit120	MMH295	Chr3	20.8 F	WC3.17	144_C_8 144_D_7 181_H_11 332_H_5
D3Mit136	MT1022	Chr3	20.8 P	WC3.16	124_F_5 153_H_10 289_A_3 341_C_2 405_C_9
D3Mit275	MT5307	Chr3	20.8 F	WC3.17	134_E_11 139_A_5 181_H_11 184_B_2 332_H_5 333_C_11 412_E_12 430_E_12
D3Mit276	MT4784	Chr3	20.8 P		119_C_5
D3Mit184	MT2198	Chr3	20.8 F	WC3.16	116_G_12 153_D_10 153_H_10 240_H_6 286_A_7 417_D_5
D3Mit67	MPC1571	Chr3	20.8 F	WC3.16	240_H_6 256_E_3 286_A_7 302_D_10 304_B_5 378_G_3 417_D_5
D3Mit66	MPC270	Chr3	20.8 P	WC3.17	181_H_11 199_C_3
D3Mit334	MTH2183	Chr3	20.8 F	WC3.18	133_C_4 140_C_4 184_D_2 193_E_1 266_C_6 405_F_9
D3Mit69	MPC732	Chr3	21.9 F	WC3.18	125_F_1 125_F_3 184_D_2 266_C_6 351_B_5 351_C_5 391_D_4 442_G_10 462_F_3
D3Mit171	MT1514	Chr3	21.9 F		389_G_5
D3Mit68	MPC564	Chr3	21.9 F	WC3.18	121_D_3 125_F_1 125_F_3 333_B_6 443_E_2
D3Mit228	MT3240	Chr3	21.9 P		180_E_2 304_G_7 309_A_4 412_G_3 444_A_12 444_B_11
D3Mit25.2		Chr3	21.9 F	WC3.18	125_F_1 125_F_3 184_D_2 266_C_6 351_B_5 351_C_5 391_D_4
D3Mit185	MT2358	Chr3	21.9 F		440_C_6
D3Mit154	A687	Chr3	24.0 P		414_A_4
D3Mit241	MTAR4049	Chr3	24.0 F	WC3.19	123_C_4 167_D_10 181_A_1 185_E_7 199_D_9 322_H_2 328_H_1 335_F_11
D3Mit71	MPC291	Chr3	25.1 F	WC3.19	123_C_4 153_C_4 181_A_1 185_E_7 212_A_3 289_A_3 350_H_9 411_A_10 421_H_6 427_C_3
D3Mit309	MTH1366	Chr3	25.1 F		127_A_1
D3Mit209	MT3203	Chr3	25.1 F		131_D_6 136_E_6 140_F_4 281_G_5 388_E_11 409_E_10
D3Mit337	MTH3066	Chr3	25.1 P	WC3.22	140_E_9 147_G_1 164_G_7 305_G_7
D3Mit243	MJ4269	Chr3	25.1 P	WC3.20	160_B_12 312_H_11 402_C_12 417_E_7 425_D_3 456_B_4 456_C_1
D3Mit297	MTH567	Chr3	25.1 F	WC3.19	161_H_3 167_D_10 212_C_2 310_C_11 322_B_5 335_F_11 335_G_11 386_C_8 398_D_2 402_G_9 441_A_3 457_H_12 460_A_4
D3Mit70	MPC348	Chr3	25.1 F	WC3.19	113_G_1 123_C_4 153_C_4 160_E_3 163_C_3 181_A_1 185_A_9 185_E_7 212_A_3
D3Mit242	MJ4286	Chr3	25.1 F	WC3.19	115_B_2 144_H_1 181_D_1 187_H_1 240_D_12 303_D_5 311_E_6 322_F_5 322_H_5 326_C_12
D3Mit52.3		Chr3	25.1 P	WC3.20	160_B_12 163_E_5 312_H_11 402_C_12 417_E_7 456_B_4 456_C_1
D3Mit22	d122	Chr3	25.1 F		122_E_10
D3Mit277	MJ5078	Chr3	25.1 F	WC3.21	116_H_1 128_H_2 274_D_3 287_D_2 392_D_5
D3Mit51	J8	Chr3	26.2 F	WC3.22	124_B_10 140_E_9 147_G_1 434_F_3
D3Mit137	MT961	Chr3	26.2 F		144_A_4 303_B_8 437_H_1
D3Mit280	MT4427	Chr3	26.2 F	WC3.22	256_A_10 256_E_12 281_A_10 281_C_6 282_A_7 282_C_5 309_A_12 309_H_7 310_C_11
D3Mit230	MT3316	Chr3	28.4 P	WC3.24	141_C_9 214_C_12 344_D_12 386_E_8 417_B_10
D3Mit244.2		Chr3	28.4 F	WC3.23	113_D_11 178_E_9 203_F_12 341_E_9 341_F_5 341_F_9 408_A_1 416_C_5
D3Mit229	MT3042	Chr3	28.4 P	WC3.24	116_E_6 122_C_4 177_D_9 177_E_1-f 200_D_7 326_D_4 386_E_8 388_B_6 408_E_3 417_B_10 427_G_2-f 434_D_12 436_D_12
D3Mit310	MTH1355	Chr3	28.4 P	WC3.23	113_D_11 178_E_9 179_C_5 203_F_12 341_F_5 341_F_9 398_B_5 408_A_1 416_C_5
D3Mit186	MTH278	Chr3	28.4 F	WC3.24	124_A_4 344_D_12 386_E_8 387_D_3 417_B_10
D3Mit339.1		Chr3	28.4 F	WC3.24	141_C_9 214_C_12 344_D_12 417_B_10 463_A_12
D3Mit245	MT3484	Chr3	28.4 F	WC3.23	171_C_12 215_F_1 290_A_12 330_E_8 356_A_4 403_E_4 436_D_5 456_E_10
D3Mit338	MTH2425	Chr3	28.4 P	WC3.24	141_C_9 214_C_12 463_A_12
D3Mit98	MPC2199	Chr3	29.5 F	WC3.25	166_C_4 170_G_2 185_A_9 281_A_7 360_F_4 360_H_6 381_B_8 429_H_5 431_E_1 444_E_9 457_D_9
D3Mit97	MPC2312	Chr3	29.5 P	WC3.24	214_C_12 385_F_4 418_F_2 444_D_4
D3Mit139	MMH365	Chr3	29.5 P	WC3.25	376_G_5 387_B_7 432_F_11 456_E_12
D3Mit246	MT3741	Chr3	29.5 P	WC3.30	158_A_12 281_F_5 312_G_6 331_D_11 381_A_1 381_F_2 385_D_3 385_F_10 421_F_4
D3Mit211	MT2474	Chr3	29.5 F	WC3.25	136_H_4 163_G_3 184_A_9 274_F_12 299_G_11 300_G_2 360_F_4 360_H_6 378_D_3 431_E_1 443_B_8 444_E_9
D3Mit174	MT1703	Chr3	29.5 F	WC3.24	214_C_12 344_D_12 385_F_4 418_F_2 444_D_4
D3Mit212	MT3211	Chr3	29.5 F	WC3.24	214_C_12 385_F_4 418_F_2 444_D_4
D3Mit40	A1110	Chr3	29.5 F	WC3.25	140_H_7 444_G_3
D3Mit340	MTH2800	Chr3	29.5 F		156_H_12 185_A_12 386_C_1
D3Mit72	MPC1449	Chr3	29.5 F	WC3.24	141_C_9 344_D_12 379_B_1 408_F_4 442_A_5 444_D_4
D3Mit210	MT2895	Chr3	29.5 F		331_A_8 331_B_11 448_D_8
D3Mit73	MPC489	Chr3	29.5 F	WC3.25	136_H_4 152_C_7 171_B_7 172_D_6 172_H_6 184_A_9 217_B_2 274_F_12 281_B_3 299_G_11 300_G_2
D3Mit74	MPC1341	Chr3	30.6 F	WC3.26	184_E_1 332_F_6
D3Mit232	MT3283	Chr3	33.9 P	WC3.28	162_F_11 167_C_9 187_F_11 200_A_5 288_D_11 292_B_1 308_A_1 324_H_5 362_F_11 376_E_7 385_G_10 434_C_3
D3Mit76	MPC846	Chr3	33.9 F	WC3.27	117_D_5 444_H_1 463_A_4
D3Mit75	MPC292	Chr3	33.9 P	WC3.30	115_E_6 115_E_7 127_D_11 312_G_6 331_B_1 348_B_1 398_H_4
D3Mit99	MPC805	Chr3	33.9 F	WC3.29	217_F_3 298_E_7 319_D_8-f 326_C_2 361_G_9 403_C_1
D3Mit311	MTH1329	Chr3	33.9 P		144_C_2
D3Mit341	MTH2910	Chr3	33.9 F	WC3.28	187_F_11 288_D_11 312_E_1 362_F_11 376_E_7 434_C_3
D3Mit156	A769	Chr3	33.9 P	WC3.29	217_F_3 319_D_8-f 361_G_9
D3Mit233	MT3416	Chr3	35.0 F	WC3.30	131_H_12 292_F_3 385_G_1
D3Mit101	MPC2573	Chr3	35.0 F		185_E_3 289_A_9 431_E_4 455_D_6
D3Mit41	B235	Chr3	35.0 F	WC3.30	131_H_12 292_F_3 385_G_1
D3Mit157.2		Chr3	36.1 F	WC3.30	163_A_8 178_G_7 188_C_4 329_H_8 331_D_6 459_A_7
D3Mit342	MTH2436	Chr3	37.2 F	WC3.30	120_A_7 199_E_1 334_D_10 431_B_4 443_C_7 443_D_5 443_F_4 444_D_4 444_F_3 445_C_4 445_D_3
D3Mit142	MTH202	Chr3	37.2 P	WC3.37	148_D_2 279_G_1 360_B_6 397_B_12 455_A_8
D3Mit213	MT2433	Chr3	37.2 F	WC3.30	117_F_12 131_H_12 140_E_6 292_F_3 427_F_5 463_C_9
D3Mit191	MT2007	Chr3	37.2 P		307_D_6 396_C_4 406_F_12
D3Mit10	A34	Chr3	37.2 F		326_D_8
D3Mit102	MPC2604	Chr3	37.2 P	WC3.32	181_A_7 185_B_8 224_H_11 306_F_5 312_G_7 321_G_11 414_C_12 419_G_11 422_E_3 429_E_3 439_C_5 439_C_7 455_A_8
D3Mit12	A60	Chr3	37.2 P	WC3.30	115_E_6 331_B_1 385_D_3
D3Mit283	MT4995	Chr3	37.2 P	WC3.30	135_B_6 135_G_6 312_G_6 403_B_2 409_G_11 425_B_7 450_H_6 459_D_3
D3Mit190	MT2113	Chr3	37.2 P	WC3.30	135_F_8 148_H_10 274_G_1 331_B_8 427_F_5 435_C_9 438_F_2
D3Mit189	MT1408	Chr3	37.2 F	WC3.30	114_C_5 115_E_6 115_E_7 118_E_4 187_G_6 187_H_6 199_A_5 380_B_6 444_F_3 447_H_4 459_C_4
D3Mit77	MPC1744	Chr3	37.2 F	WC3.32	110_C_7 181_A_7 223_D_10 312_G_7 414_C_12 419_G_11 439_C_5 439_C_7 447_H_8 455_A_8 460_D_12
D3Mit284	MT5054	Chr3	38.3 F	WC3.33	141_A_1 169_B_11 385_B_1
D3Mit248	MTAR4100	Chr3	38.3 F	WC3.32	181_A_7 312_G_7 321_G_11 414_C_12 419_G_11 447_H_8 455_A_8 459_E_5
D3Mit192	MT1302	Chr3	38.3 F	WC3.33	114_F_11 169_B_11 311_B_7 358_D_2 409_E_8
D3Mit214	MT2910	Chr3	38.3 F	WC3.33	132_F_2 335_B_11 377_D_7 431_H_5 442_B_3 443_A_3 460_A_7
D3Mit266	MT2822	Chr3	38.3 F	WC3.33	134_C_5 141_A_1 169_B_11 358_D_2 389_F_2 395_A_7 409_E_8
D3Mit56	B713	Chr3	39.3 F	WC3.34	117_C_9 187_E_11 389_A_4
D3Mit39	A869	Chr3	39.3 F	WC3.34	117_C_9 389_A_4 416_F_7 463_F_6
D3Mit104.3		Chr3	39.3 F	WC3.34	159_B_4-f 214_G_6 282_H_8 283_D_3 349_B_7 378_B_10 403_A_3
D3Mit158	MT1325	Chr3	39.3 F	WC3.34	117_C_9 152_E_7 183_C_11 309_C_12 352_D_1 385_D_11 387_H_8 463_F_6
D3Mit285	MT5004	Chr3	39.3 F	WC3.34	159_E_12 214_G_6 282_H_8 316_G_10 349_B_7 389_A_4 417_A_7
D3Mit286	MTH348	Chr3	39.3 F	WC3.34	117_C_9 389_A_4 416_F_7 463_F_6
D3Mit105	MPC2544	Chr3	39.3 F	WC3.34	116_E_1 187_E_11 214_G_6 389_A_4
D3Mit249	MT3808	Chr3	40.4 F	WC3.38	168_A_4 214_A_10 214_B_12 328_B_12 346_G_3 350_G_7 444_B_4 444_B_6 444_B_8
D3Mit315	MTH951	Chr3	40.4 F	WC3.36	141_B_11 239_F_11 285_E_8 306_D_1 306_H_1 316_G_6 458_B_8 87_H_3
D3Mit144	MT1203	Chr3	40.4 P	WC3.37	125_D_7 127_B_4 139_B_9 304_C_9 332_C_6
D3Mit79	MPC110	Chr3	40.4 F	WC3.37	136_A_11 148_D_2 150_E_3 183_A_1 256_G_9 279_G_1 293_H_12 322_A_11 357_F_4 357_F_6 360_B_6
D3Mit250	MT3958	Chr3	40.4 P	WC3.38	119_B_10 131_H_10 430_H_7 433_C_1
D3Mit300	MTH704	Chr3	40.4 F	WC3.38	169_D_7 214_B_12 328_B_12
D3Mit57	B493	Chr3	40.4 F	WC3.36	159_E_10 239_F_11 285_E_8 306_D_3 87_H_3
D3Mit314	MTH1379	Chr3	40.4 P	WC3.38	139_A_8 160_A_9 168_A_4 255_G_5 328_B_12 346_G_3 348_G_2 350_G_7 358_D_5 377_G_12
D3Mit346	MTH1822	Chr3	40.4 P	WC3.36	139_H_1 87_H_3
D3Mit124	MT205	Chr3	40.4 F	WC3.37	183_A_3 304_C_9 332_C_6
