Locus	Assay	Chrom	Genetic Position	Contig	Yacs
D5Mit188	MT1573	Chr5	51.4		134_B_10 214_H_6 414_A_5
D5Mit136	MT179	Chr5	53.6	WC5.30	124_C_1 166_F_12 376_C_7 386_F_8 390_D_4 395_B_5 402_E_8
D5Mit68	B734	Chr5	53.6	WC5.30	127_C_3 161_D_11 162_C_12 164_C_11 167_A_8 390_D_4 422_G_12 438_A_2 439_B_9 454_E_8
D5Mit367	MJ5294	Chr5	54.6	WC5.30	161_C_12 161_D_11 162_C_12 164_C_11 291_D_12 382_F_3 390_D_4 395_F_4 422_G_12 454_E_8
D5Mit242	MT2421	Chr5	55.7	WC5.30	124_G_3 273_G_10 303_G_7 416_H_8 442_H_3 450_E_1 465_C_10
D5Mit408	MTH2406	Chr5	56.8	WC5.30	161_G_2 324_H_9 361_H_4
D5Mit368	MTH1744	Chr5	56.8	WC5.30	115_C_8 124_G_3 313_F_10 323_G_12 324_C_4 324_F_12 324_H_9 344_D_2 426_C_9
D5Mit95	MPC1471	Chr5	57.9	WC5.30	144_E_2 152_F_6 171_F_3 311_H_8 319_G_1 418_G_2
D5Mit160	MT579	Chr5	57.9		135_A_1
D5Mit137	MT813	Chr5	57.9		115_E_7 402_B_1 441_A_7
D5Mit426	MTH304	Chr5	59.0	WC5.30	305_G_10 358_E_12 380_H_1 417_A_12 419_H_1 425_C_2
D5Mit139	MT835	Chr5	59.0	WC5.30	179_D_3 203_D_3 305_G_10 418_G_2 425_C_2
D5Mit138	MT143	Chr5	59.0		312_D_3
D5Mit320	MT4648	Chr5	60.1	WC5.31	137_D_6 139_A_2 151_D_6 153_A_9 167_H_2 301_G_9 414_F_11 414_H_11 447_H_12 456_D_11 456_H_3
D5Mit213	MT2167	Chr5	60.1		123_G_5 165_C_11 188_F_7 343_B_5 343_C_5 359_D_3 459_A_1
D5Mit370	MTH1164	Chr5	60.1	WC5.31	122_E_1 139_A_2 151_D_6 153_A_9 167_H_2 288_G_5 288_H_5 289_D_1 291_B_1 301_G_9 456_D_11
D5Mit140	MT755	Chr5	60.1	WC5.31	139_A_2 151_D_6 164_A_7 288_G_5 288_H_5 291_B_1 301_E_10 301_G_9 447_H_12
D5Mit161	MT202	Chr5	60.1	WC5.31	151_D_6 185_G_8 301_E_10 301_G_9 358_E_4 439_C_2 447_H_12
D5Mit120	MPC1338	Chr5	62.3	WC5.32	125_A_12 134_H_3 345_H_3 425_H_6
D5Mit216	MT1444	Chr5	62.3	WC5.35	125_A_12 134_H_3 138_B_9 345_H_3 419_C_9
D5Mit59	B723	Chr5	62.3	WC5.34	223_F_10 287_C_2 362_G_11 402_F_4
D5Mit371	MTH1640	Chr5	62.3	WC5.34	110_B_8 287_C_2 362_G_11 395_G_5 449_A_1
D5Mit163	MT1065	Chr5	62.3	WC5.33	141_C_7 218_C_11 289_E_5 346_H_4 381_B_7
D5Mit119	MMH251	Chr5	62.3	WC5.32	125_A_12 125_A_5 134_H_3 138_B_9 162_C_10 301_F_4 345_H_3 410_C_9 414_B_1 419_C_9
D5Mit217	MT2445	Chr5	62.3	WC5.34	110_B_8 223_F_10 287_C_2 357_C_10 362_G_11 395_G_5 449_A_1
D5Mit244	MT2934	Chr5	62.3	WC5.34	110_B_8 282_D_11
D5Mit280	MT3934	Chr5	62.3	WC5.33	125_B_11 129_G_11 136_E_2 137_G_1 141_C_7 158_H_5 193_F_8 212_C_3 212_H_2 289_E_5 345_C_12 378_B_9 408_F_7 418_H_12 425_H_8 437_E_6 439_D_4 449_B_7
D5Mit321	MTH334	Chr5	62.3	WC5.34	110_B_8 308_D_3 362_G_5 441_D_5
D5Mit339	MTH761	Chr5	62.3	WC5.32	133_E_5 422_F_9 425_D_8 426_B_9 428_H_8
D5Mit243	MT2932	Chr5	62.3	WC5.34	159_A_12 168_D_9 187_A_5 215_C_7 405_E_6 428_E_7 449_A_1 456_E_5
D5Mit29	B379	Chr5	62.3		113_F_12 165_A_4
D5Mit39	A635	Chr5	63.4	WC5.35	120_A_7 165_A_10 256_G_9 313_B_4 313_C_4 349_A_12 419_C_9 443_H_7
D5Mit63	B688	Chr5	63.4	WC5.35	134_H_3 138_B_9 345_H_3 419_C_9
D5Mit263	MT3282	Chr5	63.4	WC5.35	125_A_12 138_B_9 345_H_3 349_G_2 419_C_9 419_F_2
D5Mit322	MT4546	Chr5	63.4	WC5.35	116_H_5 129_C_9 133_G_11 149_C_10 214_D_8 358_A_7 446_D_3 463_A_7
D5Mit372	MTH1133	Chr5	63.4	WC5.35	125_A_12 134_H_3 138_B_9 345_H_3
D5Mit324	MT4435	Chr5	64.5	WC5.35	125_A_12 303_H_7
D5Mit283	MT3884	Chr5	64.5	WC5.35	129_C_9 151_C_8 163_A_11 309_D_8 333_C_3 402_H_9 446_D_3
D5Mit325	MJ4754	Chr5	64.5	WC5.35	161_H_9 166_D_5 168_E_7 446_D_3
D5Mit218	MT2162	Chr5	64.5	WC5.35	120_A_7 310_F_10 349_A_12 408_C_11 415_A_6 416_E_1 443_H_7 451_D_12
D5Mit166	MT1157	Chr5	64.5	WC5.35	126_E_3 140_G_12 148_E_1 303_H_7 310_A_10 313_B_4 313_C_4 415_A_6 416_E_1 451_D_11 451_D_12
D5Mit281	MT552	Chr5	64.5	WC5.35	140_G_12 148_E_1 165_A_10 310_F_10 313_B_4 313_C_4 349_A_12 408_C_11 415_A_6 416_E_1 443_H_7
D5Mit282	MJ4277	Chr5	64.5	WC5.35	129_C_9 164_C_11 200_D_2 402_H_9
D5Mit246	MT3100	Chr5	64.5	WC5.35	129_C_9 166_D_5 180_C_8 321_D_11 402_H_9 446_D_3
D5Mit323	MT5173	Chr5	64.5	WC5.35	129_C_9 151_C_8 156_H_9 309_D_8 321_D_11 333_C_3 345_E_10 444_A_5 445_F_5 446_D_3
D5Mit219	MT2467	Chr5	64.5	WC5.35	166_D_5 446_D_3
D5Mit220	MT2073	Chr5	64.5		135_B_12 440_H_10
D5Mit340	MTH747	Chr5	66.7	WC5.36	144_F_4 156_C_8 158_G_7 165_H_6 185_C_4 289_A_11 333_G_10 412_F_6
D5Mit265	MT3454	Chr5	66.7		159_C_5 211_E_8 240_C_8 391_E_1 432_A_10 432_A_8 432_B_10 432_B_11 432_C_9 458_H_4
D5Mit168	MT1049	Chr5	66.7	WC5.36	139_B_12 239_H_11 289_A_11
D5Mit60	B467	Chr5	66.7	WC5.35	131_G_8 131_G_9 309_D_8
D5Mit373	MTH1268	Chr5	66.7		185_F_1 416_A_5
D5Mit167	MT1084	Chr5	66.7	WC5.36	289_A_11
D5Mit221	MT2452	Chr5	66.7	WC5.36	158_G_7 173_F_10 183_E_10 212_D_5 333_G_10 351_F_4 415_H_6 460_G_9
D5Mit31	A66	Chr5	66.7	WC5.36	119_H_12 128_F_6 137_H_11 149_F_4 256_E_12 349_E_9 359_F_11 359_H_10 389_A_11 421_E_8 458_B_3 462_F_3
D5Mit374	MTH738	Chr5	68.9	WC5.36	256_G_9 309_H_4
D5Mit284	MT3735	Chr5	68.9		113_B_10 163_H_6 212_B_10 402_C_1 402_E_1 403_A_2
D5Mit292	MT3622	Chr5	73.2	WC5.37	124_G_9 333_A_3 463_E_9 463_G_5
D5Mit247	MT2989	Chr5	73.2	WC5.37	120_D_9 124_G_9 153_H_6 385_C_9 411_E_7 414_A_12 463_E_9
D5Mit101	MPC839	Chr5	74.3	WC5.37	124_G_1 150_E_4 159_H_9 163_E_6 290_G_9 342_H_8 411_E_7 415_H_3 462_E_9 463_C_3
D5Mit376	MTH1525	Chr5	74.3	WC5.38	149_E_2 178_E_4 185_G_10 397_B_11 438_C_3 444_E_1
D5Mit51	P62	Chr5	74.3	WC5.37	184_F_5 239_E_12 342_H_8 395_C_3
D5Mit328	MT4573	Chr5	74.3	WC5.37	120_C_2 120_D_9 120_H_9 124_G_1 138_F_9 297_H_12 313_H_4 342_B_3 342_H_8 343_A_10 344_E_1 465_A_11
D5Mit375	MTH1061	Chr5	74.3	WC5.37	150_E_4 159_H_9 163_E_6 184_F_5 290_G_9 343_A_10 360_D_8 385_A_12 411_E_7 415_H_3 462_E_9 463_C_3
D5Mit100	MPC1029	Chr5	75.4	WC5.37	156_G_2 185_H_3 320_H_5 349_A_11 385_A_12 392_F_12
D5Mit62	B678	Chr5	75.4	WC5.37	185_H_3 240_E_10 240_E_7 320_H_5 395_C_3 433_D_2 441_F_3 447_H_2
D5Mit67	B657	Chr5	75.4	WC5.37	168_F_12 185_H_3 320_H_5 349_A_11 392_F_12 433_D_2 439_G_3
D5Mit329	MT5267	Chr5	76.5	WC5.37	158_H_9 168_F_1 168_F_12 168_H_7 427_E_12 439_G_3
D5Mit224	MT2078	Chr5	76.5	WC5.37	116_E_6 168_F_12 312_F_6 392_A_11 392_F_12 439_G_3
D5Mit285	MTAR4067	Chr5	77.6	WC5.38	119_H_12 160_A_1 160_A_2 198_B_5 290_C_12 329_G_4 345_E_1 349_E_9 360_B_11 389_A_11 420_G_7 420_H_3 421_E_8 426_D_12 427_H_4 460_D_7
D5Mit223	MT1994	Chr5	77.6	WC5.38	185_G_10 274_F_12 350_A_7 384_B_11 411_A_10 421_E_8
D5Mit409	MTH1717	Chr5	77.6	WC5.38	116_A_7 119_H_12 160_A_1 160_A_2 198_B_5 290_C_12 345_E_1 349_E_9 389_A_11 420_G_7 421_E_8 460_D_7
D5Mit191	MT1554	Chr5	77.6	WC5.39	114_F_6 162_A_12 266_H_11 281_F_1 350_D_9 360_C_6 408_C_2 434_B_7
D5Mit378	MTH1297	Chr5	77.6	WC5.38	088_F_6 114_D_7 119_H_12 141_B_7 153_H_8 160_A_1 160_A_2 320_F_11 345_E_1 349_E_9 389_A_11 417_C_11 421_E_8
D5Mit122	MPC1762	Chr5	80.9	WC5.39	117_H_8 144_E_6 150_A_4 152_B_2 153_A_9 286_D_3 406_D_1
D5Mit143	MMH336	Chr5	82.0	WC5.39	144_E_6 179_D_5 193_G_4 390_H_5 453_B_10 465_B_2
D5Mit192	MT1735	Chr5	82.0	WC5.39	114_A_1 121_E_12 144_E_6 151_D_12 152_B_2 152_D_2 179_D_5 333_F_4 453_B_10
D6Mit86	MPC1030	Chr6	0.0		412_F_4
D6Mit346	MTH2643	Chr6	2.2		144_B_6 166_G_3 166_G_4 178_C_12 311_H_6 312_A_10 320_F_1 439_F_2
D6Mit231	MT7	Chr6	2.2		198_E_4 398_F_5
D6Mit296	MTH814	Chr6	2.2		144_H_7 149_E_3 163_D_10 173_A_12 287_H_12 386_E_9 433_G_10
D6Mit83	MPC279	Chr6	3.3		113_E_5 240_B_11 240_B_5 385_C_12 420_G_2 439_D_3
D6Mit87	MPC2116	Chr6	3.3		126_F_6 133_C_3 134_F_10 273_H_10 342_F_11 349_G_11 450_D_3
D6Mit84	MPC1038	Chr6	3.3	WC6.0	188_H_9 286_D_5 431_C_2 464_G_1
D6Mit347	MTH2705	Chr6	3.3	WC6.0	330_F_1 334_C_8 378_C_5
D6Mit266	MT4863	Chr6	3.3	WC6.1	125_D_9 149_H_10 310_C_7 357_H_6 455_B_5 462_E_11
D6Mit139	MTH223	Chr6	3.3		215_F_5 304_F_10 310_A_6 317_G_7 411_B_1 440_B_8
D6Mit233	MT4006	Chr6	3.3		131_F_6 141_C_11 147_H_12 415_G_5 459_A_6
D6Mit157	D1118	Chr6	3.3	WC6.26	088_C_8 134_A_12 283_E_8 330_F_1 334_C_8 379_C_7 388_G_2
D6Mit1	A10	Chr6	3.3		132_E_4 152_D_11 218_B_9 325_A_4 395_C_4 433_G_12 438_E_4
D6Mit232	MT3902	Chr6	3.3		118_A_7 152_G_5 179_E_3 185_D_7 199_F_9 240_H_8 279_F_4 352_H_1 385_G_4 390_A_2 418_A_4
D6Mit264	MT5014	Chr6	3.3	WC6.0	116_H_12 140_G_9 213_E_3 290_F_4 290_G_3 305_H_10 324_C_5 334_C_8 378_C_5 417_G_12
D6Mit306	MTH552	Chr6	3.3	WC6.1	310_C_7 348_E_10 357_H_6 462_E_11
D6Mit297	MTH766	Chr6	5.5	WC6.2	118_C_6 128_B_8 141_D_3 185_H_6 319_D_6 417_B_7 444_D_4
D6Mit205	MT2034	Chr6	5.5	WC6.3	163_D_9 187_C_4 199_D_10 312_D_11
D6Mit158	MT1467	Chr6	5.5	WC6.2	113_A_8 141_D_3 390_F_11 418_G_1
D6Mit116	MT834	Chr6	5.5		121_G_8 128_F_5 144_H_12 150_D_11 393_H_7 430_D_11 433_B_3 450_E_10
D6Mit82	MPC1916	Chr6	5.5	WC6.4	169_G_9 287_H_4 350_C_10 439_D_10
D6Mit307	MTH588	Chr6	6.6	WC6.3	125_B_9 150_E_2 167_A_7 185_C_10 312_D_11 358_D_3 391_D_9 392_G_11 417_C_2
D6Mit47	B395	Chr6	6.6	WC6.4	169_G_9 287_H_4 325_B_3 350_C_10 352_A_7 403_C_9 411_G_10 425_G_10 439_D_10 463_F_7
D6Mit341	MTH1546	Chr6	6.6	WC6.4	169_G_9 352_A_7 403_C_9 439_D_10
D6Mit308	MTH1341	Chr6	6.6		177_A_1 309_B_6 382_D_8 411_D_6 436_E_8
D6Mit91	MPC2303	Chr6	7.7		256_F_6 385_C_6 416_G_11 429_C_3
D6Mit222	MT3223	Chr6	7.7	WC6.5	442_D_10
D6Mit270	MJ4743	Chr6	7.7	WC6.6	115_G_6 173_E_12 293_D_9 300_F_9 324_E_5 344_F_6 381_C_4 419_A_5 435_F_3
D6Mit269	MT4468	Chr6	7.7	WC6.6	114_E_2 293_D_9 386_D_2 412_D_2 443_D_8 443_F_8 443_F_9
D6Mit90	MPC2538	Chr6	7.7	WC6.5	319_G_6 442_D_10
D6Mit268	MT4993	Chr6	7.7	WC6.6	139_A_7 240_H_3 329_C_1 435_F_9 439_B_11 443_F_8 443_F_9
D6Mit310	MTH1933	Chr6	7.7	WC6.6	114_E_2 115_G_6 149_A_4 149_C_2 173_E_12 183_C_8 293_D_9 386_D_2
D6Mit309	MTH964	Chr6	7.7	WC6.6	115_G_6 173_E_12 183_C_8 293_D_9 300_F_9 324_E_5 344_F_6 381_C_4 419_A_5 435_F_3 440_H_4
D6Mit238	MT3813	Chr6	7.7	WC6.6	115_G_6 168_A_5 169_A_5 179_A_12 180_D_5 183_C_8 344_F_6 381_C_4 405_E_2 440_H_4
D6Mit77	MPC1724	Chr6	7.7	WC6.6	173_E_12 329_C_1 345_B_3 379_A_5 382_B_11 391_A_8 420_D_5
D6Mit117	MT607	Chr6	8.7		160_B_9 312_C_12 329_G_10 333_B_4 356_H_12 398_H_12 442_D_1
D6Mit273	MT4887	Chr6	9.8	WC6.7	149_G_3 255_B_5 298_G_2 433_G_5 449_B_6
D6Mit76	MPC1305	Chr6	9.8		133_F_5 165_C_12 200_G_6 321_F_2
D6Mit350	MTH3028	Chr6	9.8		164_H_5 438_A_4
D6Mit349	MTH2586	Chr6	9.8	WC6.6	129_B_11 167_A_7 224_C_5 390_D_10 395_C_7 449_A_5
D6Mit313	MTH880	Chr6	10.9		115_B_6 125_B_7 137_A_1 274_H_1 408_D_5
D6Mit224	MT3310	Chr6	10.9	WC6.7	149_G_3 288_E_10 298_G_2 321_D_10 449_F_2
D6Mit352	MTH2718	Chr6	10.9	WC6.7	138_E_12 288_E_10 298_G_2 311_E_1 442_H_4
D6Mit75	MPC1683	Chr6	10.9	WC6.7	149_G_3 288_E_10 298_G_2 311_E_1 321_D_10 449_F_2
D6Mit351	MTH2823	Chr6	10.9	WC6.7	187_B_10 288_E_10 298_G_2 409_G_7 440_B_7 441_B_7
D6Mit42	D506	Chr6	10.9	WC6.7	138_E_12 187_B_10 256_A_12 288_E_10 311_E_1 317_A_1 402_E_7 402_H_4 442_H_4
D6Mit118	MT331	Chr6	12.0		403_B_10 419_C_2
D6Mit275	MT4523	Chr6	12.0	WC6.8	088_D_7 165_B_2 183_F_10 184_C_10 187_A_8 217_B_7 311_H_7 408_G_6 420_B_5 437_A_12
D6Mit276	MT4877	Chr6	12.0	WC6.8	184_G_5 299_H_11 305_A_9 311_H_7 312_E_5 384_H_9 385_F_3 385_G_3
D6Mit183	MT2304	Chr6	13.1	WC6.9	117_G_12 173_H_5 179_E_6 293_H_4
D6Mit355	MTH3184	Chr6	13.1	WC6.9	179_E_6 455_C_11
D6Mit354	MTH3200	Chr6	13.1		115_B_1 115_E_3 115_E_4 153_H_5
D6Mit184	MT2279	Chr6	13.1	WC6.9	117_G_12 173_H_5 179_E_6 382_F_11 420_C_12
D6Mit185	MT2252	Chr6	14.2	WC6.10	316_G_10 405_E_5
D6Mit277	MTH439	Chr6	15.3	WC6.10	133_D_6 240_D_2 316_G_10 356_E_9 446_B_5 446_D_4
D6Mit241	MT4013	Chr6	16.4		375_C_8 464_E_8
D6Mit278	MTH447	Chr6	16.4	WC6.11	127_G_3 376_H_4 395_D_9 416_E_9 448_C_3
D6Mit316	MTH1908	Chr6	16.4	WC6.11	127_G_3 170_G_5 255_C_5 386_B_8 395_D_9 439_F_7 464_B_10
D6Mit73	MPC1277	Chr6	16.4		115_H_11 224_H_10 286_F_10 312_A_7 317_A_10 319_F_7 343_A_5 381_A_1 436_A_1 458_E_4
D6Mit123	MT120	Chr6	17.5		255_B_9 405_H_11
D6Mit317	MTH1896	Chr6	17.5		406_A_6 408_F_12 411_A_7
D6Mit175	MT1668	Chr6	18.6	WC6.12	171_E_11 224_C_7 282_E_2 392_E_11 437_F_3 439_E_3
D6Mit318	MTH1232	Chr6	18.6	WC6.12	185_E_9 224_C_7 288_C_12 288_F_10 288_F_9 331_D_4 346_B_8 418_B_4
D6Mit299	MTH744	Chr6	18.6	WC6.12	159_C_8 160_D_11 160_G_4 171_E_11 171_G_7 179_D_10 213_A_11 436_D_2 453_C_2 453_D_12 454_D_2 454_G_4
D6Mit242	MT2778	Chr6	18.6	WC6.12	125_E_11 164_A_9 224_C_7 331_D_4 385_F_4 419_H_3
D6Mit243	MJ4317	Chr6	19.7		132_C_5 200_E_5 214_E_5
D6Mit244	MTH274	Chr6	19.7	WC6.13	125_D_10 162_C_6 184_B_8 184_D_6 287_E_12 323_D_11 341_H_4 388_D_12 414_B_11 419_D_9
D6Mit17	B302	Chr6	19.7	WC6.13	125_D_10 162_C_6 177_C_4 177_F_6 187_B_8 323_D_11 341_H_4 385_G_3 388_D_12 414_B_11 419_D_9 462_F_2
D6Mit72	MPC132	Chr6	19.7	WC6.12	288_D_4 418_B_4
D6Mit319	MTH1397	Chr6	19.7		465_D_12
D6Mit143	MT850	Chr6	19.7		288_C_10 352_E_12 392_G_6
D6Mit186	MT1969	Chr6	20.8	WC6.13	117_E_4 147_B_5 181_B_7 187_B_5 203_A_11 322_H_7 326_H_10 389_E_1 405_A_7 408_A_3 424_E_11 439_A_1 439_B_1
D6Mit359	MTH2251	Chr6	21.9	WC6.14	120_H_9 153_F_6 300_D_9 303_G_11 463_C_1
D6Mit246	MT4017	Chr6	21.9	WC6.15	152_B_5 188_D_1 277_B_5 389_C_9
D6Mit262	MT3643	Chr6	21.9	WC6.14	153_F_6 322_F_9 386_A_6
D6Mit209	MT2787	Chr6	21.9	WC6.13	167_A_7
D6Mit208	MT3208	Chr6	21.9	WC6.14	153_F_6 303_G_11 408_C_10 409_C_8 434_E_1 458_B_8
D6Mit127	MMH282	Chr6	23.0	WC6.16	286_B_11 331_F_4 387_E_10 408_D_7
D6Mit19	B110	Chr6	23.0	WC6.15	277_B_5 362_G_12 452_A_9 464_C_9
D6Mit189	MTH290	Chr6	24.0	WC6.18	303_D_8 306_E_2 349_D_10
D6Mit4	M239	Chr6	24.0	WC6.16	178_H_3 349_F_5 387_E_10
D6Mit283	MT5000	Chr6	24.0	WC6.18	285_D_1 289_E_8 306_E_2 349_D_10 349_E_11 390_F_8 391_F_8 397_G_1
D6Mit321	MTH2046	Chr6	24.0	WC6.18	118_C_7 136_A_5 151_D_10 151_G_5 165_G_6 306_E_2 311_C_7 360_D_5 388_A_4 389_C_11 391_C_3 397_C_4 410_B_9 410_E_3 410_F_3 419_A_9 419_D_9 419_E_9 419_G_3 425_D_8
D6Mit212	MT2952	Chr6	24.0	WC6.16	116_A_7 178_H_3 349_F_5 387_E_10 391_H_8 392_H_6
D6Mit282	MT4410	Chr6	24.0	WC6.16	152_G_6 178_H_3 215_H_7 349_F_5 387_E_10 391_H_8 392_H_6 420_F_5
D6Mit164	MPC2381	Chr6	24.0	WC6.18	118_C_7 119_C_1 299_C_12 306_E_2 349_D_10 349_E_11 397_C_4 425_D_8 426_D_8 452_G_12
D6Mit176	MT1636	Chr6	24.0	WC6.16	178_H_3 331_F_4 349_F_5 391_H_8 392_H_6 434_G_7 436_C_3 436_H_1
D6Mit210	MT3076	Chr6	24.0	WC6.17	133_H_3 138_H_4 346_E_2 358_C_3 390_H_8 405_E_10 405_G_5 454_A_2
D6Mit386	MT5381	Chr6	24.0	WC6.17	132_H_3 133_H_3 138_H_4 149_G_8 358_C_3
D6Mit247	MT3714	Chr6	25.1	WC6.18	123_D_9 134_D_2 159_F_12 161_B_2 213_C_1 303_D_8 441_D_2 443_A_12
D6Mit6	M227	Chr6	25.1		133_G_2 215_H_9 402_B_4 416_C_12 434_G_3 460_H_8
D6Mit323	MTH1961	Chr6	27.3	WC6.19	139_D_4 224_H_1 240_G_11 402_A_5 405_F_5 410_G_3 439_E_11 442_A_8 460_B_11
D6Mit29	A691	Chr6	27.3	WC6.19	139_D_4 224_H_1 240_G_11 377_E_11
D6Mit9	L23	Chr6	27.3		408_F_1
D6Mit248	MT970	Chr6	29.5	WC6.19	289_H_3 333_E_8 386_A_11
D6Mit190	MT2394	Chr6	29.5	WC6.19	121_E_2 136_A_10 153_A_8 170_F_4 325_B_12 333_E_8 406_H_7
D6Mit364	MTH1682	Chr6	29.5	WC6.19	116_E_11 121_E_2 152_C_9 153_A_8 170_H_7 333_E_8
D6Mit131	MT41	Chr6	29.5	WC6.19	122_F_11 149_F_10 159_B_4 203_A_8 281_D_8 328_C_6 402_A_6 419_C_9
D6Mit226	MT3514	Chr6	29.5	WC6.19	116_F_8 121_E_2 124_C_12 133_F_7 170_F_4 277_E_9 325_B_12 333_E_8 385_A_9 409_D_10 418_D_8 458_A_10
D6Mit213	MT2938	Chr6	29.5	WC6.19	124_C_12 224_H_1 344_C_4 438_B_12 460_B_11
D6Mit325	MTH2092	Chr6	29.5	WC6.19	153_A_8 255_A_8 313_B_10 343_E_2 343_F_12 358_C_9 388_G_12 418_A_12 439_B_9 451_H_11
D6Mit363	MTH2886	Chr6	29.5	WC6.19	203_A_8 281_D_8 402_A_6 425_A_9
D6Mit145	MT206	Chr6	29.5		118_A_10
D6Mit263	MT3626	Chr6	29.5	WC6.19	138_C_11 139_C_3 170_H_7 333_E_8
D6Mit130	MPC2020	Chr6	29.5	WC6.19	203_A_8 281_D_8 402_A_6 425_A_9
D6Mit227	MTAR126	Chr6	29.5	WC6.19	203_A_8 281_D_8 328_F_9 430_D_1
D6Mit324	MTH1474	Chr6	29.5		193_F_5 212_F_5 213_D_5
D6Mit284	MT5120	Chr6	30.6		286_C_10 330_H_2 331_F_11 381_C_12 392_A_9 433_C_3
D6Mit132	MT843	Chr6	31.7	WC6.20	140_H_10 376_B_2 376_F_5 396_F_4 405_A_4
D6Mit178	MT1733	Chr6	31.7	WC6.20	127_A_5 163_H_11 188_E_3 378_C_8 440_B_6 441_B_1
D6Mit156	MT1324	Chr6	31.7	WC6.20	122_D_10 147_G_3 167_B_3 305_G_1 311_A_5 312_A_2 335_G_11 381_G_9 395_F_11 450_A_3 450_B_7 457_F_9
D6Mit68	MPC953	Chr6	31.7	WC6.20	178_F_10 178_G_11 376_B_2 376_F_5 398_A_6 438_A_3 462_A_12
D6Mit249	MT3525	Chr6	31.7	WC6.20	127_A_5 137_H_7 163_H_11 177_F_1 188_E_3 378_C_8 408_E_3 441_B_1
D6Mit102	MPC2527	Chr6	31.7	WC6.20	134_G_11 147_B_5 167_H_11 203_F_4 224_G_10 224_G_4 378_C_8
D6Mit285	MT4908	Chr6	31.7	WC6.20	151_A_5 151_C_8 167_H_11 203_F_4 378_C_8 378_H_8
D6Mit365	MTH1730	Chr6	31.7	WC6.20	163_H_11 187_C_3 378_C_8
D6Mit146	MT236	Chr6	31.7	WC6.20	127_A_5 163_H_11 188_E_3 378_C_8
D6Mit32	B340	Chr6	31.7	WC6.20	134_G_11 183_B_10 378_C_8 392_F_4
D6Mit101	MT90	Chr6	31.7	WC6.20	117_D_2 147_G_3 164_H_6 188_E_3 305_G_1 311_A_5 395_F_11 430_H_8 450_A_3 457_F_9
D6Mit67	MPC399	Chr6	33.9	WC6.21	133_H_5 139_B_1 406_H_9 439_B_10
D6Mit165	MT1037	Chr6	33.9	WC6.21	119_F_7 133_H_5 149_H_2 161_F_8 168_E_3 301_G_6
D6Mit326	MTH1145	Chr6	33.9	WC6.21	116_F_5 139_B_1 310_D_3 396_F_4 433_C_12 464_D_11
D6Mit64	MPC1058	Chr6	40.4	WC6.22	087_G_9 127_E_1 185_G_9 217_C_4 239_A_2 293_C_9 312_D_7 361_H_11 392_F_7 461_E_10
D6Mit65	MPC710	Chr6	40.4		121_D_6 178_B_6 178_C_2 256_C_12 352_G_11 463_E_3
D6Mit35	B292	Chr6	40.4	WC6.23	126_F_3 389_A_6 435_H_5 457_B_11 460_G_4 463_B_3
D6Mit251	MJ4321	Chr6	40.4	WC6.22	087_G_9 127_E_1 138_H_2 217_C_4 293_C_9 431_C_2 448_B_3
D6Mit39	A757	Chr6	40.4	WC6.23	349_D_1 463_B_3 465_E_2
D6Mit286	MT4454	Chr6	40.4	WC6.23	173_A_7 199_B_11 292_H_8 306_B_3 455_A_3 458_D_11 463_B_3 465_E_2
D6Mit148	MT673	Chr6	41.5		278_D_10
D6Mit104	MPC2468	Chr6	41.5		302_E_2 302_H_2 332_A_12 332_G_7 332_H_1 352_C_5 375_F_3
D6Mit23	B385	Chr6	43.7	WC6.23	188_C_4 382_H_1
D6Mit10	M78	Chr6	43.7	WC6.23	159_D_12 167_H_4 298_D_6 305_D_6 309_E_7 313_B_6 446_H_8 454_F_12 459_H_6
D6Mit107	MPC1096	Chr6	43.7	WC6.23	127_F_11 304_G_10 379_G_8 382_H_1
D6Mit11	M170	Chr6	43.7	WC6.23	115_A_1 133_H_1 159_G_1 168_C_7 185_A_8 256_E_11 348_E_1 358_E_10 378_C_4 381_H_11
D6Mit328	MTH1109	Chr6	44.8	WC6.23	304_G_10 309_E_7 356_H_4 382_H_1
D6Mit287	MTH482	Chr6	44.8	WC6.23	119_D_5 127_F_11 139_C_3 379_G_8
D6Mit252	MT3686	Chr6	45.9	WC6.23	151_H_7 184_C_2 358_E_3 389_A_6 408_E_6 464_C_9
D6Mit63	MPC477	Chr6	45.9	WC6.23	151_H_7 180_B_5 184_C_2 346_D_10 358_E_3 359_E_11 378_C_4 385_C_7
D6Mit41	B437	Chr6	45.9	WC6.23	149_F_1 151_H_7 184_C_2 358_E_3 359_E_11
D6Mit329	MTH659	Chr6	47.0	WC6.23	180_B_5 184_C_2 304_B_8 304_D_6 313_B_6 358_E_3 359_E_11 385_C_7 464_E_12
D6Mit366	MTH2764	Chr6	47.0		134_A_3 160_F_1 308_G_11 361_B_7 398_D_12
D6Mit330	MTH1358	Chr6	47.0	WC6.23	125_C_8 149_D_1 149_G_2 150_D_2 274_G_5 293_G_2
D6Mit331	MTH1564	Chr6	47.0	WC6.23	140_G_4 164_B_1 322_G_2 403_E_11 464_C_9
D6Mit255	MT3795	Chr6	48.1	WC6.23	163_G_1 164_B_1 313_F_7
D6Mit367	MTH2815	Chr6	48.1	WC6.23	115_C_2 125_C_8 133_D_2 149_G_2 158_D_3 158_E_3 274_G_5 274_H_5 309_H_9 316_G_2 358_D_1 382_E_11
